"","X","function.","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"35416",49010,"2.T","i","8ccJ)",3.5,0.5,"5","+M2","f","K398.krn",0,0,"+m3",1,"1 5 3- 2+"
"35450",49046,"2.T","-III","8ee-",1,0.5,"7-","[ee-]","f","K398.krn",0,0,"P1",1,"3- 2+ 5 7- 6+"
"35451",49047,"2.T","-III","4ee-",1.5,1,"7-","P1","f","K398.krn",0,0,"P1",1,"3- 2+ 5 7- 6+"
"35452",49049,"2.T","-III","4ee-",2.5,1,"7-","P1","f","K398.krn",0,0,"+M2",1,"3- 2+ 5 7- 6+"
"35453",49051,"2.T","-III","[8ff",3.5,0.5,"1","+M2","f","K398.krn",0,0,"P1",0,"3- 2+ 5 7- 6+"
"35454",49052,"2.T","-III","8ff]",3.5,0.5,"1","P1","f","K398.krn",0,0,"-M2",0,"3- 2+ 5 7- 6+"
"35455",49053,"2.T","-III","4ee-",1.5,1,"7-","-M2","f","K398.krn",0,0,"-M2",1,"3- 2+ 5 7- 6+"
"35456",49055,"2.T","-III","4dd-",2.5,1,"6","-M2","f","K398.krn",0,0,"-m2",0,"3- 2+ 5 7- 6+"
"35457",49057,"2.T","-III","8cc",3.5,0.5,"5","-m2","f","K398.krn",0,0,"P1",1,"3- 2+ 5 7- 6+"
"35458",49058,"2.T","-III","8cc",1,0.5,"5","P1","f","K398.krn",0,0,"P1",1,"3- 2+ 5 7- 6+"
"35459",49059,"2.T","-III","4cc",1.5,1,"5","P1","f","K398.krn",0,0,"P1",1,"3- 2+ 5 7- 6+"
"35460",49061,"2.T","-III","4cc",2.5,1,"5","P1","f","K398.krn",0,0,"+m2",1,"3- 2+ 5 7- 6+"
"35461",49063,"2.T","-III","[8dd-",3.5,0.5,"6","+m2","f","K398.krn",0,0,"P1",0,"3- 2+ 5 7- 6+"
"35462",49064,"2.T","-III","8dd-]",3.5,0.5,"6","P1","f","K398.krn",0,0,"-m2",0,"3- 2+ 5 7- 6+"
"35463",49065,"2.T","-III","4cc",1.5,1,"5","-m2","f","K398.krn",0,0,"-M2",1,"3- 2+ 5 7- 6+"
"35464",49067,"2.T","-III","4b-",2.5,1,"4","-M2","f","K398.krn",0,0,"-M2",0,"3- 2+ 5 7- 6+"
"35465",49069,"2.T","-III","8a-",3.5,0.5,"3","-M2","f","K398.krn",0,0,"A1",0,"3- 2+ 5 7- 6+"
"35466",49070,"2.P","V7m9/iv","8a",1,0.5,"3+","A1","f","K398.krn",0,0,"P1",0,"1 5 3- 7- 2+ 6+ 2"
"35467",49071,"2.P","V7m9/iv","4a",1.5,1,"3+","P1","f","K398.krn",0,0,"P1",0,"1 5 3- 7- 2+ 6+ 2"
"35468",49073,"2.P","V7m9/iv","4a",2.5,1,"3+","P1","f","K398.krn",0,0,"P1",0,"1 5 3- 7- 2+ 6+ 2"
"35469",49075,"2.P","V7m9/iv","8a",3.5,0.5,"3+","P1","f","K398.krn",0,0,"+m2",0,"1 5 3- 7- 2+ 6+ 2"
"35470",49076,"2.P","iv","16b-LL",1,0.25,"4","+m2","f","K398.krn",0,0,"-P4",1,"4 1 6- 5+"
"35471",49077,"2.P","iv","16f",1.25,0.25,"1","-P4","f","K398.krn",0,0,"+M2",1,"4 1 6- 5+"
"35472",49078,"2.P","iv","16g",1.5,0.25,"2","+M2","f","K398.krn",0,0,"+M2",0,"4 1 6- 5+"
"35473",49079,"2.P","iv","16aJJ",1.75,0.25,"3+","+M2","f","K398.krn",0,0,"+m2",0,"4 1 6- 5+"
"35474",49080,"2.P","iv","16b-LL",2,0.25,"4","+m2","f","K398.krn",0,0,"+M2",1,"4 1 6- 5+"
"35475",49081,"2.P","iv","16cc",2.25,0.25,"5","+M2","f","K398.krn",0,0,"+m2",0,"4 1 6- 5+"
"35476",49082,"2.P","iv","16dd-",2.5,0.25,"6","+m2","f","K398.krn",0,0,"+M2",0,"4 1 6- 5+"
"35477",49083,"2.P","iv","16ee-JJ",2.75,0.25,"7-","+M2","f","K398.krn",0,0,"+M2",0,"4 1 6- 5+"
"35478",49084,"2.P","iv","16ffLL",3,0.25,"1","+M2","f","K398.krn",0,0,"-m2",1,"4 1 6- 5+"
"35479",49085,"2.P","iv","16ee",3.25,0.25,"7","-m2","f","K398.krn",0,0,"+m2",0,"4 1 6- 5+"
"35480",49086,"2.P","iv","16ff",3.5,0.25,"1","+m2","f","K398.krn",0,0,"-M3",1,"4 1 6- 5+"
"35481",49087,"2.P","iv","16dd-JJ",3.75,0.25,"6","-M3","f","K398.krn",0,0,"-d3",0,"4 1 6- 5+"
"35482",49088,"2.P","V7m9/V","8b",1,0.5,"4+","-d3","f","K398.krn",0,0,"P1",0,"2 6 4 1 3+ 7+ 3"
"35483",49089,"2.P","V7m9/V","4b",1.5,1,"4+","P1","f","K398.krn",0,0,"P1",0,"2 6 4 1 3+ 7+ 3"
"35484",49091,"2.P","V7m9/V","4b",2.5,1,"4+","P1","f","K398.krn",0,0,"P1",0,"2 6 4 1 3+ 7+ 3"
"35485",49093,"2.P","V7m9/V","8b",3.5,0.5,"4+","P1","f","K398.krn",0,0,"+m2",0,"2 6 4 1 3+ 7+ 3"
"35486",49094,"2.D","V","16ccLL",1,0.25,"5","+m2","f","K398.krn",0,0,"-P4",1,"5 2 7"
"35487",49095,"2.D","V","16g",1.25,0.25,"2","-P4","f","K398.krn",0,0,"+M2",1,"5 2 7"
"35488",49096,"2.D","V","16a",1.5,0.25,"3+","+M2","f","K398.krn",0,0,"+M2",0,"5 2 7"
"35489",49097,"2.D","V","16bJJ",1.75,0.25,"4+","+M2","f","K398.krn",0,0,"+m2",0,"5 2 7"
"35490",49098,"2.D","V","16ccLL",2,0.25,"5","+m2","f","K398.krn",0,0,"+M2",1,"5 2 7"
"35491",49099,"2.D","V","16dd",2.25,0.25,"6+","+M2","f","K398.krn",0,0,"+M2",0,"5 2 7"
"35492",49100,"2.D","V","16ee",2.5,0.25,"7","+M2","f","K398.krn",0,0,"+m2",1,"5 2 7"
"35493",49101,"2.D","V","16ffJJ",2.75,0.25,"1","+m2","f","K398.krn",0,0,"+M2",0,"5 2 7"
"35494",49102,"2.D","V","16ggLL",3,0.25,"2","+M2","f","K398.krn",0,0,"-m3",1,"5 2 7"
"35495",49103,"2.D","V","16ee",3.25,0.25,"7","-m3","f","K398.krn",0,0,"-M2",1,"5 2 7"
"35496",49104,"2.D","V","16dd",3.5,0.25,"6+","-M2","f","K398.krn",0,0,"-M2",0,"5 2 7"
"35497",49105,"2.D","V","16ccJJ",3.75,0.25,"5","-M2","f","K398.krn",0,0,"-m2",1,"5 2 7"
"35498",49106,"1P","Gn","4b",1,1,"4+","-m2","f","K398.krn",0,0,"+d7",1,"6- 1 4+ 5+ 5- 3- 2+"
"35499",49107,"1P","Gn","4.aa-",2,1.5,"3","+d7","f","K398.krn",0,0,"-m2",0,"6- 1 4+ 5+ 5- 3- 2+"
"35500",49108,"1P","Gn","(16gg",3.5,0.25,"2","-m2","f","K398.krn",0,0,"-M2",0,"6- 1 4+ 5+ 5- 3- 2+"
"35501",49109,"1P","Gn","16ff)",3.75,0.25,"1","-M2","f","K398.krn",0,0,"-M2",1,"6- 1 4+ 5+ 5- 3- 2+"
"35502",49110,"1P","Gn","(16ee-",4,0.25,"7-","-M2","f","K398.krn",0,0,"-M2",0,"6- 1 4+ 5+ 5- 3- 2+"
"35503",49111,"1P","Gn","16dd-L)",4.25,0.25,"6","-M2","f","K398.krn",0,0,"-m2",0,"6- 1 4+ 5+ 5- 3- 2+"
"35504",49112,"1P","Gn","(16cc",4.5,0.25,"5","-m2","f","K398.krn",0,0,"-m2",0,"6- 1 4+ 5+ 5- 3- 2+"
"35505",49113,"1P","Gn","16bnJ)",4.75,0.25,"4+","-m2","f","K398.krn",0,0,"+m2",1,"6- 1 4+ 5+ 5- 3- 2+"
"35506",49114,"1D","V","1cc",5,4,"5","+m2","f","K398.krn",0,0,"+m7",1,"5 2 7"
"35507",49127,"4D","V7","4bb-;",9,1,"4","+m7","f","K398.krn",0,0,"[ff]",1,"5 2 7 4 3+"
"35508",49140,"2.T","I","[2.ff)",1,3,"1","[ff]","F","K398.krn",0,0,"P1",1,"1 5 3"
"35509",49143,"2.T","I","2.ff_",1,3,"1","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35510",49146,"2.T","I","2.ff_",1,3,"1","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35511",49149,"2.T","I","2.ff]",1,3,"1","P1","F","K398.krn",0,0,"+P5",1,"1 5 3"
"35512",49152,"2.T","V","[2.ccc",1,3,"5","+P5","F","K398.krn",0,0,"P1",1,"5 2 7"
"35513",49155,"2.T","I","2.ccc_",1,3,"5","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35514",49158,"2.T","I","2.ccc_",1,3,"5","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35515",49161,"2.T","V7","2.ccc_",1,3,"5","P1","F","K398.krn",0,0,"P1",1,"5 2 7 4 3+"
"35516",49164,"4T","I","2.ccc_",1,3,"5","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35517",49169,"4T","V","2.ccc_",1,3,"5","P1","F","K398.krn",0,0,"P1",1,"5 2 7"
"35518",49170,"4T","I","2.ccc]",1,3,"5","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35519",49176,"4T","I","(32cccLLL",1,0.125,"5","P1","F","K398.krn",0,0,"+M2",1,"1 5 3"
"35520",49177,"4T","I","32ddd",1.125,0.125,"6","+M2","F","K398.krn",0,0,"+M2",0,"1 5 3"
"35521",49178,"4T","I","32eee",1.25,0.125,"7","+M2","F","K398.krn",0,0,"+m2",0,"1 5 3"
"35522",49179,"4T","I","32fffJJ",1.375,0.125,"1","+m2","F","K398.krn",0,0,"-m2",1,"1 5 3"
"35523",49180,"4T","I","32eeeLL",1.5,0.125,"7","-m2","F","K398.krn",0,0,"-M2",0,"1 5 3"
"35524",49181,"4T","I","32ddd",1.625,0.125,"6","-M2","F","K398.krn",0,0,"-M2",0,"1 5 3"
"35525",49182,"4T","I","32ccc",1.75,0.125,"5","-M2","F","K398.krn",0,0,"-M2",1,"1 5 3"
"35526",49183,"4T","I","32bb-JJJ",1.875,0.125,"4","-M2","F","K398.krn",0,0,"-m2",0,"1 5 3"
"35527",49184,"2D","V","32aaLLL",2,0.125,"3","-m2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35528",49185,"2D","V","32gg",2.125,0.125,"2","-M2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35529",49186,"2D","V","32ff",2.25,0.125,"1","-M2","F","K398.krn",0,0,"-m2",0,"5 2 7"
"35530",49187,"2D","V","32eeJJ",2.375,0.125,"7","-m2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35531",49188,"2D","V","32ddLL",2.5,0.125,"6","-M2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35532",49189,"2D","V","32cc",2.625,0.125,"5","-M2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35533",49190,"2D","V","32b-",2.75,0.125,"4","-M2","F","K398.krn",0,0,"-m2",0,"5 2 7"
"35534",49191,"2D","V","32aJJJ)",2.875,0.125,"3","-m2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35535",49192,"2D","V","(32gLLL",3,0.125,"2","-M2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35536",49193,"2D","V","32f",3.125,0.125,"1","-M2","F","K398.krn",0,0,"-m2",0,"5 2 7"
"35537",49194,"2D","V","32e",3.25,0.125,"7","-m2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35538",49195,"2D","V","32dJJ",3.375,0.125,"6","-M2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35539",49196,"2D","V","32cLL",3.5,0.125,"5","-M2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35540",49197,"2D","V","32B-",3.625,0.125,"4","-M2","F","K398.krn",0,0,"-m2",0,"5 2 7"
"35541",49198,"2D","V","32A",3.75,0.25,"3","-m2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35542",49199,"2D","V","32GJJJ)",3.875,0.25,"2","-M2","F","K398.krn",0,0,"[cc]",1,"5 2 7"
"35543",49200,"2.T","I","4cc",1,1,"5","[cc]","F","K398.krn",0,0,"P1",1,"1 5 3"
"35544",49201,"2.T","I","4.cc",2,1.5,"5","P1","F","K398.krn",0,0,"+M2",1,"1 5 3"
"35545",49202,"2.T","I","8dd",3.5,0.5,"6","+M2","F","K398.krn",0,0,"-M2",0,"1 5 3"
"35546",49203,"2.T","I","4.cc",1,1.5,"5","-M2","F","K398.krn",0,0,"-M2",1,"1 5 3"
"35547",49204,"2.T","I","8b-",2.5,0.5,"4","-M2","F","K398.krn",0,0,"-m2",0,"1 5 3"
"35548",49205,"2.T","I","4a",3,1,"3","-m2","F","K398.krn",0,0,"P1",1,"1 5 3"
"35549",49206,"2.T","I","4a",1,1,"3","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35550",49207,"2.T","I","4.a",2,1.5,"3","P1","F","K398.krn",0,0,"+m2",1,"1 5 3"
"35551",49208,"2.T","I","8b-",3.5,0.5,"4","+m2","F","K398.krn",0,0,"-m2",0,"1 5 3"
"35552",49209,"2.T","I","4.a",1,1.5,"3","-m2","F","K398.krn",0,0,"-M2",1,"1 5 3"
"35553",49210,"2.T","I","8g",2.5,0.5,"2","-M2","F","K398.krn",0,0,"-M2",0,"1 5 3"
"35554",49211,"2.T","I","4f",3,1,"1","-M2","F","K398.krn",0,0,"+M2",1,"1 5 3"
"35555",49212,"2.T","V","4g",1,1,"2","+M2","F","K398.krn",0,0,"P1",1,"5 2 7"
"35556",49213,"2.T","V","4g",2,1,"2","P1","F","K398.krn",0,0,"A1",1,"5 2 7"
"35557",49214,"2.T","V","4g#",3,1,"2+","A1","F","K398.krn",0,0,"+m2",0,"5 2 7"
"35558",49215,"2.T","I","4.a",1,1.5,"3","+m2","F","K398.krn",0,0,"-m2",1,"1 5 3"
"35559",49216,"2.T","I","8g#",2.5,0.5,"2+","-m2","F","K398.krn",0,0,"+m2",0,"1 5 3"
"35560",49217,"2.T","I","4a",3,1,"3","+m2","F","K398.krn",0,0,"P1",1,"1 5 3"
"35561",49218,"2.T","I","4a",1,1,"3","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35562",49219,"2.T","I","4a",2,1,"3","P1","F","K398.krn",0,0,"P1",1,"1 5 3"
"35563",49220,"2.T","I","4a",3,1,"3","P1","F","K398.krn",0,0,"+m2",1,"1 5 3"
"35564",49221,"2.T","V7","4.b-",1,1.5,"4","+m2","F","K398.krn",0,0,"-m2",1,"5 2 7 4 3+"
"35565",49222,"2.T","V7","8a",2.5,0.5,"3","-m2","F","K398.krn",0,0,"+m2",0,"5 2 7 4 3+"
"35566",49223,"2.T","V7","4b-",3,1,"4","+m2","F","K398.krn",0,0,"-P4",1,"5 2 7 4 3+"
"35567",49224,"2T","I","4f",1,1,"1","-P4","F","K398.krn",0,0,"P1",1,"1 5 3"
"35568",49230,"2T","I","4f",1,1,"1","P1","F","K398.krn",1,0,"-M2",1,"1 5 3"
"35570",49238,"2T","V/V","2d",2,2,"6","-m2","F","K398.krn",0,0,"d1",1,"2 6 4+"
"35571",49239,"4T","viioD7","4d-",1,1,"6-","d1","F","K398.krn",0,0,"-m2",0,"7 2 4 5+ 1++ 3+"
"35572",49241,"2T","I","2c",2,2,"5","-m2","F","K398.krn",0,0,"-m16",1,"1 5 3"
"35573",49242,"1P","viioD7/V","2BBB",1,2,"4+","-m16","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35574",49243,"1P","viioD7/V","4DDn",3,1,"6","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35575",49244,"1P","viioD7/V","4FF",4,1,"1","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35576",49245,"1P","viioD7/V","8AA-L",5,0.5,"3-","+m3","F","K398.krn",0,0,"+A2",0,"4+ 6 1 2+ 5++ 7+"
"35577",49246,"1P","viioD7/V","8BB",5.5,0.5,"4+","+A2","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35578",49247,"1P","viioD7/V","8D",6,0.5,"6","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35579",49248,"1P","viioD7/V","8FJ",6.5,0.5,"1","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35580",49249,"1P","viioD7/V","16A-LL",7,0.25,"3-","+m3","F","K398.krn",0,0,"+A2",0,"4+ 6 1 2+ 5++ 7+"
"35581",49250,"1P","viioD7/V","16B",7.25,0.25,"4+","+A2","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35582",49251,"1P","viioD7/V","16d",7.5,0.25,"6","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35583",49252,"1P","viioD7/V","16f",7.75,0.25,"1","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35584",49253,"1P","viioD7/V","16a-",8,0.25,"3-","+m3","F","K398.krn",0,0,"+A2",0,"4+ 6 1 2+ 5++ 7+"
"35585",49254,"1P","viioD7/V","16b",8.25,0.25,"4+","+A2","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35586",49255,"1P","viioD7/V","16dd",8.5,0.25,"6","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35587",49256,"1P","viioD7/V","16ff",8.75,0.25,"1","+m3","F","K398.krn",0,0,"+m3",1,"4+ 6 1 2+ 5++ 7+"
"35588",49257,"2.P","viioD7/V","16aa-",9,0.25,"3-","+m3","F","K398.krn",0,0,"-m3",0,"4+ 6 1 2+ 5++ 7+"
"35589",49258,"2.P","viioD7/V","16ff",9.25,0.25,"1","-m3","F","K398.krn",0,0,"-m3",1,"4+ 6 1 2+ 5++ 7+"
"35590",49259,"2.P","viioD7/V","16dd",9.5,0.25,"6","-m3","F","K398.krn",0,0,"-m3",1,"4+ 6 1 2+ 5++ 7+"
"35591",49260,"2.P","viioD7/V","16bJJ",9.75,0.25,"4+","-m3","F","K398.krn",0,0,"-A2",1,"4+ 6 1 2+ 5++ 7+"
"35592",49261,"2.P","viioD7/V","16a-LL",10,0.25,"3-","-A2","F","K398.krn",0,0,"-m3",0,"4+ 6 1 2+ 5++ 7+"
"35593",49262,"2.P","viioD7/V","16f",10.25,0.25,"1","-m3","F","K398.krn",0,0,"-m3",1,"4+ 6 1 2+ 5++ 7+"
"35594",49263,"2.P","viioD7/V","16d",10.5,0.25,"6","-m3","F","K398.krn",0,0,"-m3",1,"4+ 6 1 2+ 5++ 7+"
"35595",49264,"2.P","viioD7/V","16Bn",10.75,0.25,"4+","-m3","F","K398.krn",0,0,"-A2",1,"4+ 6 1 2+ 5++ 7+"
"35596",49265,"2.P","viioD7/V","16A-",11,0.25,"3-","-A2","F","K398.krn",0,0,"-m3",0,"4+ 6 1 2+ 5++ 7+"
"35597",49266,"2.P","viioD7/V","16F",11.25,0.25,"1","-m3","F","K398.krn",0,0,"-m3",1,"4+ 6 1 2+ 5++ 7+"
"35598",49267,"2.P","viioD7/V","16D",11.5,0.25,"6","-m3","F","K398.krn",0,0,"-m3",1,"4+ 6 1 2+ 5++ 7+"
"35599",49268,"2.P","viioD7/V","16BBnJJ",11.75,0.25,"4+","-m3","F","K398.krn",0,0,"+m2",1,"4+ 6 1 2+ 5++ 7+"
"35600",49269,"1D","V","[2C",1,2,"5","+m2","F","K398.krn",0,0,"P1",1,"5 2 7"
"35601",49270,"1D","V","16CLL]",1,0.25,"5","P1","F","K398.krn",0,0,"+M3",1,"5 2 7"
"35602",49271,"1D","V","16E",3.25,0.25,"7","+M3","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35603",49272,"1D","V","16D",3.5,0.25,"6","-M2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35604",49273,"1D","V","16CJJ",3.75,0.25,"5","-M2","F","K398.krn",0,0,"+M2",1,"5 2 7"
"35605",49274,"1D","V","16DLL",4,0.25,"6","+M2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35606",49275,"1D","V","16E",4.25,0.25,"7","+M2","F","K398.krn",0,0,"+m2",1,"5 2 7"
"35607",49276,"1D","V","16F",4.5,0.25,"1","+m2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35608",49277,"1D","V","16GJ",4.75,0.25,"2","+M2","F","K398.krn",0,0,"+m7",1,"5 2 7"
"35609",49278,"2D","V","64fLLL",5,0.0625,"1","+m7","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35610",49279,"2D","V","64g",5.0625,0.0625,"2","+M2","F","K398.krn",0,0,"+M2",1,"5 2 7"
"35611",49280,"2D","V","64an",5.125,0.0625,"3","+M2","F","K398.krn",0,0,"+m2",0,"5 2 7"
"35612",49281,"2D","V","64b-",5.1875,0.0625,"4","+m2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35613",49282,"2D","V","64cc",5.25,0.0625,"5","+M2","F","K398.krn",0,0,"+M2",1,"5 2 7"
"35614",49283,"2D","V","64dd",5.3125,0.0625,"6","+M2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35615",49284,"2D","V","64ee",5.375,0.0625,"7","+M2","F","K398.krn",0,0,"+m2",1,"5 2 7"
"35616",49285,"2D","V","64ffJJJ",5.4375,0.0625,"1","+m2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35617",49286,"2D","V","64ggLLL",5.5,0.0625,"2","+M2","F","K398.krn",0,0,"+M2",1,"5 2 7"
"35618",49287,"2D","V","64aa",5.5625,0.0625,"3","+M2","F","K398.krn",0,0,"+m2",0,"5 2 7"
"35619",49288,"2D","V","64bb-",5.625,0.0625,"4","+m2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35620",49289,"2D","V","64ccc",5.6875,0.0625,"5","+M2","F","K398.krn",0,0,"+M2",1,"5 2 7"
"35621",49290,"2D","V","64ddd",5.75,0.0625,"6","+M2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35622",49291,"2D","V","64eeeJ",5.8125,0.0625,"7","+M2","F","K398.krn",0,0,"+m2",1,"5 2 7"
"35623",49292,"2D","V","32fffJJJ",5.875,0.125,"1","+m2","F","K398.krn",0,1,"-P8",0,"5 2 7"
"35624",49294,"2D","V","32ff",6.375,0.125,"1","-P8","F","K398.krn",1,0,"+P4",0,"5 2 7"
"35625",49295,"2D","V","8.bb-L",6.5,0.75,"4","+P4","F","K398.krn",0,0,"-m2",0,"5 2 7"
"35626",49297,"8D","V","(48aaLL",7.25,0.0833333,"3","-m2","F","K398.krn",0,0,"-M2",0,"5 2 7"
"35627",49298,"8D","V","48gg",7.33333,0.0833333,"2","-M2","F","K398.krn",0,0,"-M2",1,"5 2 7"
"35628",49299,"8D","V","48ffJJJ)",7.41667,0.0833333,"1","-M2","F","K398.krn",0,0,"+M2",0,"5 2 7"
"35629",49300,"1D","V7","2gg",7.5,2,"2","+M2","F","K398.krn",0,0,"+M2",1,"5 2 7 4 3+"
"35630",49301,"1D","V7","4aa",9.5,1,"3","+M2","F","K398.krn",0,0,"+m2",0,"5 2 7 4 3+"
"35631",49302,"1D","V7","4bb-",10.5,1,"4","+m2","F","K398.krn",0,0,"A1",1,"5 2 7 4 3+"
"35632",49303,"4D","V7","4bb",11.5,1,"4+","A1","F","K398.krn",0,0,"[ccc]",0,"5 2 7 4 3+"
"35633",49304,"2.T","I","24cccLL",1,0.166667,"5","[ccc]","F","K398.krn",0,0,"-m3",1,"1 5 3"
"35634",49305,"2.T","I","24aa",1.16667,0.166667,"3","-m3","F","K398.krn",0,0,"-M3",1,"1 5 3"
"35635",49306,"2.T","I","24ffJ",1.33333,0.166667,"1","-M3","F","K398.krn",0,0,"-P4",1,"1 5 3"
"35636",49307,"2.T","I","24ccL",1.5,0.166667,"5","-P4","F","K398.krn",0,0,"+P4",1,"1 5 3"
"35637",49308,"2.T","I","24ff",1.66667,0.166667,"1","+P4","F","K398.krn",0,0,"+M3",1,"1 5 3"
"35638",49309,"2.T","I","24aaJJ",1.83333,0.166667,"3","+M3","F","K398.krn",0,0,"+m3",1,"1 5 3"
"35639",49310,"2.T","I","24cccLL",2,0.166667,"5","+m3","F","K398.krn",0,0,"-m3",1,"1 5 3"
"35640",49311,"2.T","I","24aa",2.16667,0.166667,"3","-m3","F","K398.krn",0,0,"-M3",1,"1 5 3"
"35641",49312,"2.T","I","24ffJ",2.33333,0.166667,"1","-M3","F","K398.krn",0,0,"-P4",1,"1 5 3"
"35642",49313,"2.T","I","24ccL",2.5,0.166667,"5","-P4","F","K398.krn",0,0,"+P4",1,"1 5 3"
"35643",49314,"2.T","I","24ff",2.66667,0.166667,"1","+P4","F","K398.krn",0,0,"+M3",1,"1 5 3"
"35644",49315,"2.T","I","24aaJJ",2.83333,0.166667,"3","+M3","F","K398.krn",0,0,"+m3",1,"1 5 3"
"35645",49316,"2.T","I","24cccLL",3,0.166667,"5","+m3","F","K398.krn",0,0,"-m3",1,"1 5 3"
"35646",49317,"2.T","I","24aa",3.16667,0.166667,"3","-m3","F","K398.krn",0,0,"-M3",1,"1 5 3"
"35647",49318,"2.T","I","24ffJ",3.33333,0.166667,"1","-M3","F","K398.krn",0,0,"+M6",1,"1 5 3"
"35648",49319,"2.T","I","24dddL",3.5,0.166667,"6","+M6","F","K398.krn",0,0,"-M3",0,"1 5 3"
"35649",49320,"2.T","I","24bb-",3.66667,0.166667,"4","-M3","F","K398.krn",0,0,"-P4",0,"1 5 3"
"35650",49321,"2.T","I","24ffJJ",3.83333,0.166667,"1","-P4","F","K398.krn",0,0,"+P5",1,"1 5 3"
"35651",49322,"2.T","I","24cccLL",1,0.166667,"5","+P5","F","K398.krn",0,0,"-m3",1,"1 5 3"
"35652",49323,"2.T","I","24aa",1.16667,0.166667,"3","-m3","F","K398.krn",0,0,"-M3",1,"1 5 3"
"35653",49324,"2.T","I","24ffJ",1.33333,0.166667,"1","-M3","F","K398.krn",0,0,"-P4",1,"1 5 3"
"35654",49325,"2.T","I","24ccL",1.5,0.166667,"5","-P4","F","K398.krn",0,0,"+P4",1,"1 5 3"
"35655",49326,"2.T","I","24ff",1.66667,0.166667,"1","+P4","F","K398.krn",0,0,"+M3",1,"1 5 3"
"35656",49327,"2.T","I","24aaJJ",1.83333,0.166667,"3","+M3","F","K398.krn",0,0,"+m3",1,"1 5 3"
"35657",49328,"2.T","I","24cccLL",2,0.166667,"5","+m3","F","K398.krn",0,0,"-m3",1,"1 5 3"
"35658",49329,"2.T","I","24aa",2.16667,0.166667,"3","-m3","F","K398.krn",0,0,"-M3",1,"1 5 3"
"35659",49330,"2.T","I","24ffJ",2.33333,0.166667,"1","-M3","F","K398.krn",0,0,"+P4",1,"1 5 3"
"35660",49331,"2.T","I","24bb-L",2.5,0.166667,"4","+P4","F","K398.krn",0,0,"-m3",0,"1 5 3"
"35661",49332,"2.T","I","24gg",2.66667,0.166667,"2","-m3","F","K398.krn",0,0,"-m3",0,"1 5 3"
"35662",49333,"2.T","I","24eeJJ",2.83333,0.166667,"7","-m3","F","K398.krn",0,0,"+P4",0,"1 5 3"
"35663",49334,"2.T","I","24aaLL",3,0.166667,"3","+P4","F","K398.krn",0,0,"-M3",1,"1 5 3"
"35664",49335,"2.T","I","24ff",3.16667,0.166667,"1","-M3","F","K398.krn",0,0,"-P4",1,"1 5 3"
