"","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"13044","I","16cc#","2.5","0.25","3","+M6","A","6_i.krn","-M6",NA,NA
"13045","I","16e","2.75","0.25","5","-M6","A","6_i.krn","-m3",NA,NA
"13046","I","16c#","3","0.25","3","-m3","A","6_i.krn","+m3",NA,NA
"13047","I","16e","3.25","0.25","5","+m3","A","6_i.krn","-P5",NA,NA
"13048","I","16A","3.5","0.25","1","-P5","A","6_i.krn","+P5",NA,NA
"13049","I","16e","3.75","0.25","5","+P5","A","6_i.krn","-P4",NA,NA
"13050","V7","16B","1","0.25","2","-P4","A","6_i.krn","+P4",NA,NA
"13051","V7","16e","1.25","0.25","5","+P4","A","6_i.krn","+M3",NA,NA
"13052","V7","16g#","1.5","0.25","7","+M3","A","6_i.krn","-M3",NA,NA
"13053","V7","16e","1.75","0.25","5","-M3","A","6_i.krn","+P8",NA,NA
"13054","V7","16ee","2","0.25","5","+P8","A","6_i.krn","-P8",NA,NA
"13055","V7","16e","2.25","0.25","5","-P8","A","6_i.krn","+M6",NA,NA
"13056","I","8cc#","2.5","0.5","3","+M6","A","6_i.krn","-M3",NA,NA
"13058","I","4.a","1","1.5","1","-M3","A","6_i.krn","+M3",NA,NA
"13059","I","16cc#","2.5","0.25","3","+M3","A","6_i.krn","-M3",NA,NA
"13060","I","16a","2.75","0.25","1","-M3","A","6_i.krn","+P5",NA,NA
"13061","I","16ee","3","0.25","5","+P5","A","6_i.krn","-m3",NA,NA
"13062","I","16cc#","3.25","0.25","3","-m3","A","6_i.krn","-M3",NA,NA
"13063","I","16a","3.5","0.25","1","-M3","A","6_i.krn","-P4",NA,NA
"13064","I","16e","3.75","0.25","5","-P4","A","6_i.krn","-m3",NA,NA
"13065","I","8c#","1","0.5","3","-m3","A","6_i.krn","-M3",NA,NA
"13066","I","8A","1.5","0.5","1","-M3","A","6_i.krn","+M2",NA,NA
"13067","V","8B","2","0.5","2","+M2","A","6_i.krn","+M2",NA,NA
"13068","I","8c#","2.5","0.5","3","+M2","A","6_i.krn","-M3",NA,NA
"13069","I","8A","3","0.5","1","-M3","A","6_i.krn","+M10",NA,NA
"13072","I","8cc#","1","0.5","3","+M10","A","6_i.krn","P1",NA,NA
"13073","I","8cc#","1.5","0.5","3","P1","A","6_i.krn","P1",NA,NA
"13074","I","8cc#","2","0.5","3","P1","A","6_i.krn","P1",NA,NA
"13075","I","8cc#","2.5","0.5","3","P1","A","6_i.krn","P1",NA,NA
"13076","I","16cc#","3","0.25","3","P1","A","6_i.krn","+m2",NA,NA
"13077","I","16dd","3.25","0.25","4","+m2","A","6_i.krn","-m2",NA,NA
"13078","I","8cc#","3.5","0.5","3","-m2","A","6_i.krn","+m7",NA,NA
"13079","V7/vi","[2bb","1","2","2","+m7","A","6_i.krn","-m3",NA,NA
"13081","V7/vi","16gg#","3.5","0.25","7","-m3","A","6_i.krn","-M2",NA,NA
"13082","V7/vi","32ff#","3.75","0.125","6","-M2","A","6_i.krn","+M2",NA,NA
"13083","V7/vi","32gg#","3.875","0.125","7","+M2","A","6_i.krn","+m2",NA,NA
"13084","vi","8aa","1","0.5","1","+m2","A","6_i.krn","-d4",NA,NA
"13085","vi","16ee#","1.5","0.25","5+","-d4","A","6_i.krn","-M2",NA,NA
"13086","vi","32dd#","1.75","0.125","4+","-M2","A","6_i.krn","+M2",NA,NA
"13087","vi","32ee#","1.875","0.125","5+","+M2","A","6_i.krn","+m2",NA,NA
"13088","vi","8ff#","2","0.5","6","+m2","A","6_i.krn","-P4",NA,NA
"13089","vi","16cc#","2.5","0.25","3","-P4","A","6_i.krn","-M2",NA,NA
"13090","vi","32b","2.75","0.125","2","-M2","A","6_i.krn","+M2",NA,NA
"13091","vi","32cc#","2.875","0.125","3","+M2","A","6_i.krn","+m2",NA,NA
"13092","vi","8dd","3","0.5","4","+m2","A","6_i.krn","-m3",NA,NA
"13093","vi","16b","3.5","0.25","2","-m3","A","6_i.krn","-M2",NA,NA
"13094","vi","32a","3.75","0.125","1","-M2","A","6_i.krn","+M2",NA,NA
"13095","vi","32b","3.875","0.125","2","+M2","A","6_i.krn","+M2",NA,NA
"13096","vi","8cc#","1","0.5","3","+M2","A","6_i.krn","-P4",NA,NA
"13097","vi","16g#","1.5","0.25","7","-P4","A","6_i.krn","-M2",NA,NA
"13098","vi","32f#","1.75","0.125","6","-M2","A","6_i.krn","+M2",NA,NA
"13099","vi","32g#","1.875","0.125","7","+M2","A","6_i.krn","+m2",NA,NA
"13100","vi","8a","2","0.5","1","+m2","A","6_i.krn","-d4",NA,NA
"13101","vi","8e#","2.5","0.5","5+","-d4","A","6_i.krn","+m2",NA,NA
"13102","vi","8f#","3","0.5","6","+m2","A","6_i.krn","+m3",NA,NA
"13103","vi","8a","3.5","0.5","1","+m3","A","6_i.krn","-M6",NA,NA
"13104","vi","4.c","1","1.5","3-","-M6","A","6_i.krn","-m2",NA,NA
"13105","V/V","4B","2.5","1","2","-m2","A","6_i.krn","-m2",NA,NA
"13106","V/V","8A#","3.5","0.5","1+","-m2","A","6_i.krn","+m2",NA,NA
"13107","V7/V","4B","1","1","2","+m2","A","6_i.krn","P1",NA,NA
"13108","V7/V","8B","2","0.5","2","P1","A","6_i.krn","+M3",NA,NA
"13109","V7/V","4d#","2.5","1","4+","+M3","A","6_i.krn","P1",NA,NA
"13110","V7/V","8d#","3.5","0.5","4+","P1","A","6_i.krn","+m3",NA,NA
"13111","V7/V","4f#","1","1","6","+m3","A","6_i.krn","P1",NA,NA
"13112","V7/V","8f#","2","0.5","6","P1","A","6_i.krn","+m3",NA,NA
"13113","V7/V","4a","2.5","1","1","+m3","A","6_i.krn","P1",NA,NA
"13114","V7/V","8a","3.5","0.5","1","P1","A","6_i.krn","+M3",NA,NA
"13115","V7/V","2cc#","1","2","3","+M3","A","6_i.krn","-M2",NA,NA
"13116","V7/V","8b","3","0.5","2","-M2","A","6_i.krn","-M2",NA,NA
"13117","V7/V","8a","3.5","0.5","1","-M2","A","6_i.krn","-m2",NA,NA
"13118","I[V]","16g#","1","0.25","3","-m2","E","6_i.krn","+m3",NA,NA
"13119","I[V]","16b","1.25","0.25","5","+m3","E","6_i.krn","-m3",NA,NA
"13120","I[V]","16g#","1.5","0.25","3","-m3","E","6_i.krn","+m3",NA,NA
"13121","I[V]","16b","1.75","0.25","5","+m3","E","6_i.krn","-M2",NA,NA
"13122","I[V]","16a","2","0.25","4","-M2","E","6_i.krn","+M3",NA,NA
"13123","I[V]","16cc#","2.25","0.25","6","+M3","E","6_i.krn","-P5",NA,NA
"13124","ii","8f#","2.5","0.5","2","-P5","E","6_i.krn","P1",NA,NA
"13126","viio","16f#","1","0.25","2","P1","E","6_i.krn","+m3",NA,NA
"13127","viio","16a","1.25","0.25","4","+m3","E","6_i.krn","-m3",NA,NA
"13128","viio","16f#","1.5","0.25","2","-m3","E","6_i.krn","+m3",NA,NA
"13129","viio","16a","1.75","0.25","4","+m3","E","6_i.krn","-m2",NA,NA
"13130","viio","16g#","2","0.25","3","-m2","E","6_i.krn","+m3",NA,NA
"13131","viio","16b","2.25","0.25","5","+m3","E","6_i.krn","-P5",NA,NA
"13132","I","8e","2.5","0.5","1","-P5","E","6_i.krn","P1",NA,NA
"13134","vi","16e","1","0.25","1","P1","E","6_i.krn","+M3",NA,NA
"13135","vi","16g#","1.25","0.25","3","+M3","E","6_i.krn","-M3",NA,NA
"13136","vi","16e","1.5","0.25","1","-M3","E","6_i.krn","+M3",NA,NA
"13137","vi","16g#","1.75","0.25","3","+M3","E","6_i.krn","-M2",NA,NA
"13138","vi","16f#","2","0.25","2","-M2","E","6_i.krn","+m3",NA,NA
"13139","vi","16a","2.25","0.25","4","+m3","E","6_i.krn","-d5",NA,NA
"13140","V7","16d#","2.5","0.25","7","-d5","E","6_i.krn","+m3",NA,NA
"13141","V7","16f#","2.75","0.25","2","+m3","E","6_i.krn","-m3",NA,NA
"13142","V7","16d#","3","0.25","7","-m3","E","6_i.krn","+m3",NA,NA
"13143","V7","16f#","3.25","0.25","2","+m3","E","6_i.krn","-M2",NA,NA
"13144","I","16e","3.5","0.25","1","-M2","E","6_i.krn","+M3",NA,NA
"13145","I","16g#","3.75","0.25","3","+M3","E","6_i.krn","-P5",NA,NA
"13146","IV","16c#","1","0.25","6","-P5","E","6_i.krn","+m3",NA,NA
"13147","IV","16e","1.25","0.25","1","+m3","E","6_i.krn","-m3",NA,NA
"13148","IV","16c#","1.5","0.25","6","-m3","E","6_i.krn","+m3",NA,NA
"13149","IV","16e","1.75","0.25","1","+m3","E","6_i.krn","-m2",NA,NA
"13150","IV","16d#","2","0.25","7","-m2","E","6_i.krn","+m3",NA,NA
"13151","IV","16f#","2.25","0.25","2","+m3","E","6_i.krn","-P5",NA,NA
"13152","V","8B","2.5","0.5","5","-P5","E","6_i.krn","+M2",NA,NA
"13153","V","8c#","3","0.5","6","+M2","E","6_i.krn","+M2",NA,NA
"13154","V","8d#","3.5","0.5","7","+M2","E","6_i.krn","+m2",NA,NA
"13155","I","8e","1","0.5","1","+m2","E","6_i.krn","+M3",NA,NA
"13156","I","16g#","1.5","0.25","3","+M3","E","6_i.krn","+m3",NA,NA
"13157","I","16b","1.75","0.25","5","+m3","E","6_i.krn","+M3",NA,NA
"13158","V7","8dd#","2","0.5","7","+M3","E","6_i.krn","+m2",NA,NA
"13159","I","8ee","2.5","0.5","1","+m2","E","6_i.krn","-P4",NA,NA
"13160","I","8b","3","0.5","5","-P4","E","6_i.krn","+M3",NA,NA
"13161","V7","8dd#","3.5","0.5","7","+M3","E","6_i.krn","+m2",NA,NA
"13162","I","8ee","1","0.5","1","+m2","E","6_i.krn","-P4",NA,NA
"13163","I","8b","1.5","0.5","5","-P4","E","6_i.krn","+M3",NA,NA
"13164","V7","8dd#","2","0.5","7","+M3","E","6_i.krn","+m2",NA,NA
"13165","I","8ee","2.5","0.5","1","+m2","E","6_i.krn","-m2",NA,NA
"13166","V","8dd#","3","0.5","7","-m2","E","6_i.krn","+m2",NA,NA
"13167","I","8ee","3.5","0.5","1","+m2","E","6_i.krn","-m2",NA,NA
"13168","V7","8dd#","1","0.5","7","-m2","E","6_i.krn","+m2",NA,NA
"13169","I","8ee","1.5","0.5","1","+m2","E","6_i.krn","-m2",NA,NA
"13170","V7","8dd#","2","0.5","7","-m2","E","6_i.krn","+m2",NA,NA
"13171","I","8ee","2.5","0.5","1","+m2","E","6_i.krn","-m2",NA,NA
"13172","V7","8dd#","3","0.5","7","-m2","E","6_i.krn","+m2",NA,NA
"13173","I","8ee","3.5","0.5","1","+m2","E","6_i.krn","-m2",NA,NA
"13174","V7","16dd#","1","0.25","7","-m2","E","6_i.krn","+m2",NA,NA
"13175","V7","16ee","1.25","0.25","1","+m2","E","6_i.krn","+M2",NA,NA
"13176","V7","16ff#","1.5","0.25","2","+M2","E","6_i.krn","+M2",NA,NA
"13177","V7","16gg#","1.75","0.25","3","+M2","E","6_i.krn","+m2",NA,NA
"13178","V7","16aa","2","0.25","4","+m2","E","6_i.krn","+M2",NA,NA
"13179","V7","16bb","2.25","0.25","5","+M2","E","6_i.krn","-M2",NA,NA
"13180","V7","16aa","2.5","0.25","4","-M2","E","6_i.krn","-m2",NA,NA
"13181","V7","16gg#","2.75","0.25","3","-m2","E","6_i.krn","-M2",NA,NA
"13182","V7","16ff#","3","0.25","2","-M2","E","6_i.krn","-M2",NA,NA
"13183","V7","16ee","3.25","0.25","1","-M2","E","6_i.krn","-m2",NA,NA
"13184","V7","16dd#","3.5","0.25","7","-m2","E","6_i.krn","-M2",NA,NA
"13185","V7","16cc#","3.75","0.25","6","-M2","E","6_i.krn","-M2",NA,NA
"13186","V7","8b","1","0.5","5","-M2","E","6_i.krn","P1",NA,NA
"13188","V7","8b","3.5","0.5","5","P1","E","6_i.krn","+m6",NA,NA
"13189","i","[2gg","1","2","3-","+m6","E","6_i.krn","+M2",NA,NA
"13192","ivm7","8aa","3.5","0.5","4","+M2","E","6_i.krn","-m3",NA,NA
"13193","Im7[IV7/IV]","8ff#","1","0.5","3","-m3","D","6_i.krn","-M2",NA,NA
"13194","Im7[IV7/IV]","8ee","1.5","0.5","2","-M2","D","6_i.krn","-M2",NA,NA
"13195","Im7[IV7/IV]","8dd","2","0.5","1","-M2","D","6_i.krn","P1",NA,NA
"13196","I","4dd","2.5","1","1","P1","D","6_i.krn","-M2",NA,NA
"13197","I","8cc","3.5","0.5","7-","-M2","D","6_i.krn","-m2",NA,NA
"13198","IV","8b","1","0.5","6","-m2","D","6_i.krn","-M2",NA,NA
"13199","IV","8a","1.5","0.5","5","-M2","D","6_i.krn","+M2",NA,NA
"13200","IV","8b","2","0.5","6","+M2","D","6_i.krn","+M2",NA,NA
"13201","V7","8cc#","2.5","0.5","7","+M2","D","6_i.krn","-M2",NA,NA
"13202","V7","8b","3","0.5","6","-M2","D","6_i.krn","+M2",NA,NA
"13203","V7","8cc#","3.5","0.5","7","+M2","D","6_i.krn","+m2",NA,NA
"13204","I","4.dd","1","1.5","1","+m2","D","6_i.krn","-P8",NA,NA
"13205","I","4d","2.5","1","1","-P8","D","6_i.krn","+P8",NA,NA
"13206","I","8dd","3.5","0.5","1","+P8","D","6_i.krn","P1",NA,NA
"13207","I","8dd","1","0.5","1","P1","D","6_i.krn","-P8",NA,NA
"13208","I","8d","1.5","0.5","1","-P8","D","6_i.krn","+P8",NA,NA
"13209","I","8dd","2","0.5","1","+P8","D","6_i.krn","P1",NA,NA
"13210","V7/IV","8dd","2.5","0.5","1","P1","D","6_i.krn","-P8",NA,NA
"13211","V7/IV","8d","3","0.5","1","-P8","D","6_i.krn","+P8",NA,NA
"13212","V7/IV","8dd","3.5","0.5","1","+P8","D","6_i.krn","-m2",NA,NA
"13213","IV","8cc#","1","0.5","7","-m2","D","6_i.krn","+m3",NA,NA
"13214","IV","16ee","1.5","0.25","2","+m3","D","6_i.krn","-M2",NA,NA
"13215","IV","16dd","1.75","0.25","1","-M2","D","6_i.krn","-m2",NA,NA
"13216","IV","16cc#","2","0.25","7","-m2","D","6_i.krn","-M2",NA,NA
"13217","IV","16b","2.25","0.25","6","-M2","D","6_i.krn","-M2",NA,NA
"13218","IV","4a","2.5","1","5","-M2","D","6_i.krn","+P5",NA,NA
"13219","IV","8ee","3.5","0.5","2","+P5","D","6_i.krn","P1",NA,NA
"13220","ii","8ee","1","0.5","2","P1","D","6_i.krn","-P8",NA,NA
"13221","ii","8e","1.5","0.5","2","-P8","D","6_i.krn","+P8",NA,NA
"13222","ii","8ee","2","0.5","2","+P8","D","6_i.krn","P1",NA,NA
"13223","V7/VI","8ee","2.5","0.5","2","P1","D","6_i.krn","-P8",NA,NA
"13224","V7/VI","8e","3","0.5","2","-P8","D","6_i.krn","+P8",NA,NA
"13225","V7/VI","8ee","3.5","0.5","2","+P8","D","6_i.krn","-m2",NA,NA
"13226","V[VI]","8dd#","1","0.5","7","-m2","E","6_i.krn","+m3",NA,NA
"13227","V[VI]","16ff#","1.5","0.25","2","+m3","E","6_i.krn","-M2",NA,NA
"13228","V[VI]","16ee","1.75","0.25","1","-M2","E","6_i.krn","-m2",NA,NA
"13229","V[VI]","16dd#","2","0.25","7","-m2","E","6_i.krn","-M2",NA,NA
"13230","V[VI]","16cc#","2.25","0.25","6","-M2","E","6_i.krn","-M2",NA,NA
"13231","V[VI]","4b","2.5","1","5","-M2","E","6_i.krn","+M3",NA,NA
"13232","V[VI]","16dd#","3.5","0.25","7","+M3","E","6_i.krn","-M3",NA,NA
"13233","V[VI]","16b","3.75","0.25","5","-M3","E","6_i.krn","+m6",NA,NA
"13234","V[VI]","16gg","1","0.25","3-","+m6","E","6_i.krn","-m3",NA,NA
"13235","V[VI]","16ee","1.25","0.25","1","-m3","E","6_i.krn","+m3",NA,NA
"13236","viioD7/V","16gg","1.5","0.25","3-","+m3","E","6_i.krn","-m3",NA,NA
"13237","viioD7/V","16ee","1.75","0.25","1","-m3","E","6_i.krn","-m2",NA,NA
"13238","V","16dd#","2","0.25","7","-m2","E","6_i.krn","-M3",NA,NA
"13239","V","16b","2.25","0.25","5","-M3","E","6_i.krn","+m6",NA,NA
"13240","V","16gg","2.5","0.25","3-","+m6","E","6_i.krn","-m3",NA,NA
"13241","V","16ee","2.75","0.25","1","-m3","E","6_i.krn","+m3",NA,NA
"13242","viioD7/V","16gg","3","0.25","3-","+m3","E","6_i.krn","-m3",NA,NA
"13243","viioD7/V","16ee","3.25","0.25","1","-m3","E","6_i.krn","-m2",NA,NA
"13244","V","16dd#","3.5","0.25","7","-m2","E","6_i.krn","-M3",NA,NA
"13245","V","16b","3.75","0.25","5","-M3","E","6_i.krn","+m6",NA,NA
"13246","V","16gg","1","0.25","3-","+m6","E","6_i.krn","-m3",NA,NA
"13247","V","16ee","1.25","0.25","1","-m3","E","6_i.krn","+m3",NA,NA
"13248","viioD7/V","16gg","1.5","0.25","3-","+m3","E","6_i.krn","-m3",NA,NA
"13249","viioD7/V","16ee","1.75","0.25","1","-m3","E","6_i.krn","-m2",NA,NA
"13250","V","16dd#","2","0.25","7","-m2","E","6_i.krn","-M3",NA,NA
"13251","V","16b","2.25","0.25","5","-M3","E","6_i.krn","+m6",NA,NA
"13252","V","16gg","2.5","0.25","3-","+m6","E","6_i.krn","-m3",NA,NA
"13253","V","16ee","2.75","0.25","1","-m3","E","6_i.krn","+m3",NA,NA
"13254","viioD7/V","16gg","3","0.25","3-","+m3","E","6_i.krn","-m3",NA,NA
"13255","viioD7/V","16ee","3.25","0.25","1","-m3","E","6_i.krn","-m2",NA,NA
"13256","V","16dd#","3.5","0.25","7","-m2","E","6_i.krn","-M3",NA,NA
"13257","V","16b","3.75","0.25","5","-M3","E","6_i.krn","+M2",NA,NA
"13258","V","16cc#","1","0.25","6","+M2","E","6_i.krn","+m3",NA,NA
"13259","V","16ee","1.25","0.25","1","+m3","E","6_i.krn","-m2",NA,NA
"13260","V","16dd#","1.5","0.25","7","-m2","E","6_i.krn","+m3",NA,NA
"13261","V","16ff#","1.75","0.25","2","+m3","E","6_i.krn","-M2",NA,NA
"13262","V","16ee","2","0.25","1","-M2","E","6_i.krn","+M3",NA,NA
"13263","V","16gg#","2.25","0.25","3","+M3","E","6_i.krn","-M2",NA,NA
"13264","V","16ff#","2.5","0.25","2","-M2","E","6_i.krn","+m3",NA,NA
"13265","V","16aa","2.75","0.25","4","+m3","E","6_i.krn","-m2",NA,NA
"13266","V","16gg#","3","0.25","3","-m2","E","6_i.krn","+m3",NA,NA
"13267","V","16bb","3.25","0.25","5","+m3","E","6_i.krn","-M2",NA,NA
"13268","V","16aa","3.5","0.25","4","-M2","E","6_i.krn","+M3",NA,NA
"13269","V","16ccc#","3.75","0.25","6","+M3","E","6_i.krn","-M2",NA,NA
"13270","I","2bb","1","2","5","-M2","E","6_i.krn","-m2",NA,NA
"13272","V","8aa#","3","0.5","4+","-m2","E","6_i.krn","d1",NA,NA
"13273","V","8aa","3.5","0.5","4","d1","E","6_i.krn","-m2",NA,NA
"13274","I","8gg#","1","0.5","3","-m2","E","6_i.krn","-M2",NA,NA
"13275","V7","8ff#","1.5","0.5","2","-M2","E","6_i.krn","-M2",NA,NA
"13276","I","8ee","2","0.5","1","-M2","E","6_i.krn","-m2",NA,NA
"13277","IV","8dd#","2.5","0.5","7","-m2","E","6_i.krn","-M2",NA,NA
"13278","IV","8cc#","3","0.5","6","-M2","E","6_i.krn","+m6",NA,NA
"13279","ii","8aa","3.5","0.5","4","+m6","E","6_i.krn","-m2",NA,NA
"13280","I","4gg#","1","1","3","-m2","E","6_i.krn","-M2",NA,NA
"13281","V7","8ff#","2","0.5","2","-M2","E","6_i.krn","-M2",NA,NA
"13282","I","4ee","2.5","1","1","-M2","E","6_i.krn","-P4",NA,NA
"13283","I","8b","3.5","0.5","5","-P4","E","6_i.krn","+P8",NA,NA
"13284","i","2bb","1","2","5","+P8","E","6_i.krn","-m2",NA,NA
"13286","V7","8aa#","3","0.5","4+","-m2","E","6_i.krn","d1",NA,NA
"13287","V7","8aa","3.5","0.5","4","d1","E","6_i.krn","-m2",NA,NA
"13288","V7","8gg#","1","0.5","3","-m2","E","6_i.krn","d1",NA,NA
"13289","viioD7/V","4gg","1.5","1","3-","d1","E","6_i.krn","P1",NA,NA
"13290","V","8gg","2.5","0.5","3-","P1","E","6_i.krn","-m2",NA,NA
"13291","V","8ff#","3","0.5","2","-m2","E","6_i.krn","+m2",NA,NA
"13294","V","8gg","1.5","0.5","3-","+m2","E","6_i.krn","P1",NA,NA
"13295","i","8gg","2","0.5","3-","P1","E","6_i.krn","-m2",NA,NA
"13296","V","4ff#","2.5","1","2","-m2","E","6_i.krn","-M2",NA,NA
"13299","V7","8ee","1.5","0.5","1","-M2","E","6_i.krn","P1",NA,NA
"13300","i","8ee","2","0.5","1","P1","E","6_i.krn","P1",NA,NA
"13301","V","8ee","2.5","0.5","1","P1","E","6_i.krn","-m2",NA,NA
"13302","V","8dd#","3","0.5","7","-m2","E","6_i.krn","+d4",NA,NA
"13303","viioD7/V","[8gg","3.5","0.5","3-","+d4","E","6_i.krn","-m2",NA,NA
"13305","V","8ff#","1.5","0.5","2","-m2","E","6_i.krn","-M2",NA,NA
"13306","i","4ee","2","1","1","-M2","E","6_i.krn","-m2",NA,NA
"13308","V","8dd#","3","0.5","7","-m2","E","6_i.krn","+d4",NA,NA
"13309","viioD7/V","[8gg","3.5","0.5","3-","+d4","E","6_i.krn","-m2",NA,NA
"13311","V","8ff#","1.5","0.5","2","-m2","E","6_i.krn","+m2",NA,NA
"13312","viioD7/V","4gg","2","1","3-","+m2","E","6_i.krn","-m2",NA,NA
"13314","V","8ff#","3","0.5","2","-m2","E","6_i.krn","-P5",NA,NA
"13317","I","8b","2","0.5","5","-P5","E","6_i.krn","+M2",NA,NA
"13318","I","16cc#","2.5","0.25","6","+M2","E","6_i.krn","+m3",NA,NA
"13319","I","16ee","2.75","0.25","1","+m3","E","6_i.krn","-m2",NA,NA
"13320","I","16dd#","3","0.25","7","-m2","E","6_i.krn","+m3",NA,NA
"13321","I","16ff#","3.25","0.25","2","+m3","E","6_i.krn","-M2",NA,NA
"13322","I","16ee","3.5","0.25","1","-M2","E","6_i.krn","+M3",NA,NA
"13323","I","16gg#","3.75","0.25","3","+M3","E","6_i.krn","-M2",NA,NA
"13324","I","16ff#","1","0.25","2","-M2","E","6_i.krn","+m3",NA,NA
"13325","I","16aa","1.25","0.25","4","+m3","E","6_i.krn","-m2",NA,NA
"13326","I","16gg#","1.5","0.25","3","-m2","E","6_i.krn","+m3",NA,NA
"13327","I","16bb","1.75","0.25","5","+m3","E","6_i.krn","-M2",NA,NA
"13328","I","16aa","2","0.25","4","-M2","E","6_i.krn","+M3",NA,NA
"13329","I","16ccc#","2.25","0.25","6","+M3","E","6_i.krn","-M2",NA,NA
"13330","I","[4.bb","2.5","1.5","5","-M2","E","6_i.krn","-m2",NA,NA
"13332","V","8aa#","1.5","0.5","4+","-m2","E","6_i.krn","d1",NA,NA
"13333","V","8aa","2","0.5","4","d1","E","6_i.krn","-m2",NA,NA
"13334","I","8gg#","2.5","0.5","3","-m2","E","6_i.krn","-M2",NA,NA
"13335","V7","8ff#","3","0.5","2","-M2","E","6_i.krn","-M2",NA,NA
"13336","I","8ee","3.5","0.5","1","-M2","E","6_i.krn","-m2",NA,NA
"13337","IV","8dd#","1","0.5","7","-m2","E","6_i.krn","-M2",NA,NA
"13338","IV","8cc#","1.5","0.5","6","-M2","E","6_i.krn","+m6",NA,NA
"13339","IV","8aa","2","0.5","4","+m6","E","6_i.krn","-m2",NA,NA
"13340","I","4gg#","2.5","1","3","-m2","E","6_i.krn","-M2",NA,NA
"13341","V","8ff#","3.5","0.5","2","-M2","E","6_i.krn","-M2",NA,NA
"13342","I","4ee","1","1","1","-M2","E","6_i.krn","-P4",NA,NA
"13343","I","8b","2","0.5","5","-P4","E","6_i.krn","P1",NA,NA
"13344","I","8b","2.5","0.5","5","P1","E","6_i.krn","P1",NA,NA
"13345","I","8b","3","0.5","5","P1","E","6_i.krn","P1",NA,NA
"13346","I","8b","3.5","0.5","5","P1","E","6_i.krn","+P4",NA,NA
"13347","vi","8ee","1","0.5","1","+P4","E","6_i.krn","P1",NA,NA
"13348","vi","8ee","1.5","0.5","1","P1","E","6_i.krn","P1",NA,NA
"13349","vi","8ee","2","0.5","1","P1","E","6_i.krn","+M2",NA,NA
"13350","V","8ff#","2.5","0.5","2","+M2","E","6_i.krn","P1",NA,NA
"13351","V","16ff#","3","0.25","2","P1","E","6_i.krn","-M2",NA,NA
"13352","V","16ee","3.25","0.25","1","-M2","E","6_i.krn","+M2",NA,NA
"13353","V","8ff#","3.5","0.5","2","+M2","E","6_i.krn","+M2",NA,NA
"13354","I","4gg#","1","1","3","+M2","E","6_i.krn","P1",NA,NA
"13355","I","8gg#","2","0.5","3","P1","E","6_i.krn","-M2",NA,NA
"13356","V7/vi","8ff#","2.5","0.5","2","-M2","E","6_i.krn","P1",NA,NA
"13357","V7/vi","8ff#","3","0.5","2","P1","E","6_i.krn","P1",NA,NA
"13358","V7/vi","8ff#","3.5","0.5","2","P1","E","6_i.krn","-M2",NA,NA
"13359","vi","8ee","1","0.5","1","-M2","E","6_i.krn","P1",NA,NA
"13360","vi","16ee","1.5","0.25","1","P1","E","6_i.krn","-m2",NA,NA
"13361","vi","16dd#","1.75","0.25","7","-m2","E","6_i.krn","+m2",NA,NA
"13362","ii","8ee","2","0.5","1","+m2","E","6_i.krn","+M2",NA,NA
"13363","ii","8ff#","2.5","0.5","2","+M2","E","6_i.krn","+m3",NA,NA
"13364","ii","8aa","3","0.5","4","+m3","E","6_i.krn","-d5",NA,NA
"13365","V7","8dd#","3.5","0.5","7","-d5","E","6_i.krn","+m2",NA,NA
"13366","I","4ee","1","1","1","+m2","E","6_i.krn","-P4",NA,NA
"13367","I","8b","2","0.5","5","-P4","E","6_i.krn","+M2",NA,NA
"13368","I","8cc#","2.5","0.5","6","+M2","E","6_i.krn","-M2",NA,NA
"13369","I","8b","3","0.5","5","-M2","E","6_i.krn","+M3",NA,NA
"13370","V7","8dd#","3.5","0.5","7","+M3","E","6_i.krn","+m2",NA,NA
"13371","I","8ee","1","0.5","1","+m2","E","6_i.krn","+M3",NA,NA
"13372","I","8gg#","1.5","0.5","3","+M3","E","6_i.krn","-M6",NA,NA
"13373","I","8b","2","0.5","5","-M6","E","6_i.krn","+M2",NA,NA
"13374","I","8cc#","2.5","0.5","6","+M2","E","6_i.krn","-M2",NA,NA
"13375","I","8b","3","0.5","5","-M2","E","6_i.krn","+M3",NA,NA
"13376","V7","8dd#","3.5","0.5","7","+M3","E","6_i.krn","+m2",NA,NA
"13377","I","4ee","1","1","1","+m2","E","6_i.krn","-P8",NA,NA
"13378","I","8e","2","0.5","1","-P8","E","6_i.krn","P1",NA,NA
"13379","IV","4.e","2.5","1.5","1","P1","E","6_i.krn","P1",NA,NA
"13380","I","4e","1","1","1","P1","E","6_i.krn","P1",NA,NA
"13381","I","8e","2","0.5","1","P1","E","6_i.krn","P1",NA,NA
"13382","IV","4.e","2.5","1.5","1","P1","E","6_i.krn","P1",NA,NA
"13383","I","4.e","1","1.5","1","P1","E","6_i.krn","P1",NA,NA
"13384","V7","4.e","2.5","1.5","1","P1","E","6_i.krn","P1",NA,NA
"13386","V7/IV","4.e","1","1.5","1","P1","E","6_i.krn","P1",NA,NA
"13387","V7/IV","8e","2.5","0.5","1","P1","E","6_i.krn","+M2",NA,NA
"13388","V7/IV","8f#","3","0.5","2","+M2","E","6_i.krn","+M2",NA,NA
"13389","V7/IV","8g#","3.5","0.5","3","+M2","E","6_i.krn","-M3",NA,NA
