"","X","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"10904",12367,"IV","32ee",1.375,0.125,"7","-m2","FALSE","5_iii.krn","-M2",0,"4 1 6"
"10905",12368,"IV","32dd",1.5,0.125,"6","-M2","FALSE","5_iii.krn","-M2",1,"4 1 6"
"10906",12369,"IV","32cc",1.625,0.125,"5","-M2","FALSE","5_iii.krn","-M2",0,"4 1 6"
"10907",12370,"IV","32b-",1.75,0.125,"4","-M2","FALSE","5_iii.krn","-m2",1,"4 1 6"
"10908",12371,"IV","32a",1.875,0.125,"3","-m2","FALSE","5_iii.krn","+m3",0,"4 1 6"
"10909",12372,"IV","32cc",2,0.125,"5","+m3","FALSE","5_iii.krn","-M2",0,"4 1 6"
"10910",12373,"IV","32b-",2.125,0.125,"4","-M2","FALSE","5_iii.krn","+M3",1,"4 1 6"
"10911",12374,"IV","32dd",2.25,0.125,"6","+M3","FALSE","5_iii.krn","-M2",1,"4 1 6"
"10912",12375,"IV","32cc",2.375,0.125,"5","-M2","FALSE","5_iii.krn","-M2",0,"4 1 6"
"10913",12376,"ii","32b-",2.5,0.125,"4","-M2","FALSE","5_iii.krn","-m2",1,"2 6 4 3+"
"10914",12377,"ii","32a",2.625,0.125,"3","-m2","FALSE","5_iii.krn","-M2",0,"2 6 4 3+"
"10915",12378,"ii","32g",2.75,0.125,"2","-M2","FALSE","5_iii.krn","-m2",1,"2 6 4 3+"
"10916",12379,"ii","32f#",2.875,0.125,"1+","-m2","FALSE","5_iii.krn","+m3",0,"2 6 4 3+"
"10917",12380,"ii","32a",3,0.125,"3","+m3","FALSE","5_iii.krn","-M2",0,"2 6 4 3+"
"10918",12381,"ii","32g",3.125,0.125,"2","-M2","FALSE","5_iii.krn","+m3",1,"2 6 4 3+"
"10919",12382,"ii","32b-",3.25,0.125,"4","+m3","FALSE","5_iii.krn","-m2",1,"2 6 4 3+"
"10920",12383,"ii","32a",3.375,0.125,"3","-m2","FALSE","5_iii.krn","-M2",0,"2 6 4 3+"
"10921",12384,"ii","32g",3.5,0.125,"2","-M2","FALSE","5_iii.krn","-M2",1,"2 6 4 3+"
"10922",12385,"ii","32f",3.625,0.125,"1","-M2","FALSE","5_iii.krn","-m2",0,"2 6 4 3+"
"10923",12386,"ii","32e",3.75,0.125,"7","-m2","FALSE","5_iii.krn","-M2",0,"2 6 4 3+"
"10924",12387,"ii","32d",3.875,0.125,"6","-M2","FALSE","5_iii.krn","-M2",1,"2 6 4 3+"
"10925",12388,"I","[8c",1,0.5,"5","-M2","FALSE","5_iii.krn","+M6",1,"1 5 3"
"10926",12390,"I","32a",1.75,0.125,"3","+M6","FALSE","5_iii.krn","-M3",1,"1 5 3"
"10927",12391,"I","32f",1.875,0.125,"1","-M3","FALSE","5_iii.krn","+P5",1,"1 5 3"
"10928",12392,"I","32cc",2,0.125,"5","+P5","FALSE","5_iii.krn","-m3",1,"1 5 3"
"10929",12393,"I","32a",2.125,0.125,"3","-m3","FALSE","5_iii.krn","+m3",1,"1 5 3"
"10930",12394,"I","32cc",2.25,0.125,"5","+m3","FALSE","5_iii.krn","-m3",1,"1 5 3"
"10931",12395,"I","32a",2.375,0.125,"3","-m3","FALSE","5_iii.krn","-M3",1,"1 5 3"
"10932",12396,"I","4f",2.5,1,"1","-M3","FALSE","5_iii.krn","+M2",1,"1 5 3"
"10933",12397,"V7","16g",3.5,0.25,"2","+M2","FALSE","5_iii.krn","-M2",1,"5 2 7 4 3+"
"10934",12398,"V7","16f",3.75,0.25,"1","-M2","FALSE","5_iii.krn","P1",0,"5 2 7 4 3+"
"10935",12399,"I","8f",1,0.5,"1","P1","FALSE","5_iii.krn","P1",1,"1 5 3"
"10936",12400,"I","8f",1.5,0.5,"1","P1","FALSE","5_iii.krn","P1",1,"1 5 3"
"10937",12401,"I","8f",2,0.5,"1","P1","FALSE","5_iii.krn","+M2",1,"1 5 3"
"10938",12402,"V7","4g",2.5,1,"2","+M2","FALSE","5_iii.krn","-m3",1,"5 2 7 4 3+"
"10939",12403,"V7","16e",3.5,0.25,"7","-m3","FALSE","5_iii.krn","-M3",1,"5 2 7 4 3+"
"10940",12404,"V7","16c",3.75,0.25,"5","-M3","FALSE","5_iii.krn","+P4",1,"5 2 7 4 3+"
"10941",12405,"I","8f",1,0.5,"1","+P4","FALSE","5_iii.krn","P1",1,"1 5 3"
"10942",12406,"I","8f",1.5,0.5,"1","P1","FALSE","5_iii.krn","P1",1,"1 5 3"
"10943",12407,"I","8f",2,0.5,"1","P1","FALSE","5_iii.krn","+M2",1,"1 5 3"
"10944",12408,"V7","4g",2.5,1,"2","+M2","FALSE","5_iii.krn","-m3",1,"5 2 7 4 3+"
"10945",12409,"V7","16e",3.5,0.25,"7","-m3","FALSE","5_iii.krn","-M3",1,"5 2 7 4 3+"
"10946",12410,"V7","16c",3.75,0.25,"5","-M3","FALSE","5_iii.krn","+P4",1,"5 2 7 4 3+"
"10947",12411,"I","8f",1,0.5,"1","+P4","FALSE","5_iii.krn","+M3",1,"1 5 3"
"10948",12412,"I","8a",1.5,0.5,"3","+M3","FALSE","5_iii.krn","P1",1,"1 5 3"
"10949",12413,"I","8a",2,0.5,"3","P1","FALSE","5_iii.krn","P1",1,"1 5 3"
"10950",12414,"I","8.a",2.5,0.75,"3","P1","FALSE","5_iii.krn","+m2",1,"1 5 3"
"10951",12415,"I","16b-",3.25,0.25,"4","+m2","FALSE","5_iii.krn","-m2",0,"1 5 3"
"10952",12416,"I","8a",3.5,0.5,"3","-m2","FALSE","5_iii.krn","P1",1,"1 5 3"
"10953",12417,"vi","8a",1,0.5,"3","P1","FALSE","5_iii.krn","P1",1,"6 3 1 7+"
"10954",12418,"vi","8a",1.5,0.5,"3","P1","FALSE","5_iii.krn","P1",1,"6 3 1 7+"
"10955",12419,"vi","8a",2,0.5,"3","P1","FALSE","5_iii.krn","+M2",1,"6 3 1 7+"
"10956",12420,"viioD7/V","8.b",2.5,0.75,"4+","+M2","FALSE","5_iii.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"10957",12421,"viioD7/V","16cc",3.25,0.25,"5","+m2","FALSE","5_iii.krn","-m2",0,"4+ 6 1 2+ 5++ 7+"
"10958",12422,"viioD7/V","8b",3.5,0.5,"4+","-m2","FALSE","5_iii.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"10959",12423,"I","8cc",1,0.5,"5","+m2","FALSE","5_iii.krn","-M2",1,"1 5 3"
"10960",12424,"(V7)","8b-",1.5,0.5,"4","-M2","FALSE","5_iii.krn","-m2",1,"5 2 7 4 3+"
"10961",12425,"(I)","8a",2,0.5,"3","-m2","FALSE","5_iii.krn","-M2",1,"1 5 3"
"10962",12426,"V7","4.g",2.5,1.5,"2","-M2","FALSE","5_iii.krn","+M2",1,"5 2 7 4 3+"
"10963",12427,"I","8a",1,0.5,"3","+M2","FALSE","5_iii.krn","+m2",1,"1 5 3"
"10964",12428,"(V7)","8b-",1.5,0.5,"4","+m2","FALSE","5_iii.krn","+M2",1,"5 2 7 4 3+"
"10965",12429,"(I)","8cc",2,0.5,"5","+M2","FALSE","5_iii.krn","-P4",1,"1 5 3"
"10966",12430,"V7","4.g",2.5,1.5,"2","-P4","FALSE","5_iii.krn","+M2",1,"5 2 7 4 3+"
"10967",12431,"I","8a",1,0.5,"3","+M2","FALSE","5_iii.krn","+m2",1,"1 5 3"
"10968",12432,"(V7)","8b-",1.5,0.5,"4","+m2","FALSE","5_iii.krn","+M2",1,"5 2 7 4 3+"
"10969",12433,"(I)","8cc",2,0.5,"5","+M2","FALSE","5_iii.krn","-P4",1,"1 5 3"
"10970",12434,"V7","4.g",2.5,1.5,"2","-P4","FALSE","5_iii.krn","+M2",1,"5 2 7 4 3+"
"10971",12435,"I","8a",1,0.5,"3","+M2","FALSE","5_iii.krn","+m2",1,"1 5 3"
"10972",12436,"IV","8b-",1.5,0.5,"4","+m2","FALSE","5_iii.krn","+M2",1,"4 1 6"
"10973",12437,"I","8cc",2,0.5,"5","+M2","FALSE","5_iii.krn","+M2",1,"1 5 3"
"10974",12438,"iim7","8dd",2.5,0.5,"6","+M2","FALSE","5_iii.krn","+M2",1,"2 6 4 1 3+ 7+"
"10975",12439,"V7","8ee",3,0.5,"7","+M2","FALSE","5_iii.krn","+m2",1,"5 2 7 4 3+"
"10976",12440,"I","8ff",3.5,0.5,"1","+m2","FALSE","5_iii.krn","+M2",1,"1 5 3"
"10977",12441,"V7","8gg",1,0.5,"2","+M2","FALSE","5_iii.krn","P1",1,"5 2 7 4 3+"
"10978",12443,"V7","24gg",1.66667,0.166667,"2","P1","FALSE","5_iii.krn","+M2",1,"5 2 7 4 3+"
"10979",12444,"V7","24aa",1.83333,0.166667,"3","+M2","FALSE","5_iii.krn","+m2",0,"5 2 7 4 3+"
"10980",12445,"V7","24bb-",2,0.166667,"4","+m2","FALSE","5_iii.krn","-m3",1,"5 2 7 4 3+"
"10981",12446,"V7","24gg",2.16667,0.166667,"2","-m3","FALSE","5_iii.krn","-m3",1,"5 2 7 4 3+"
"10982",12447,"V7","24ee",2.33333,0.166667,"7","-m3","FALSE","5_iii.krn","-M3",1,"5 2 7 4 3+"
"10983",12448,"V7","8cc",2.5,0.5,"5","-M3","FALSE","5_iii.krn","-M2",1,"5 2 7 4 3+"
"10984",12449,"V7","8b-",3,0.5,"4","-M2","FALSE","5_iii.krn","-m3",1,"5 2 7 4 3+"
"10985",12450,"V7","8g",3.5,0.5,"2","-m3","FALSE","5_iii.krn","-m3",1,"5 2 7 4 3+"
"10986",12451,"V7","8e",1,0.5,"7","-m3","FALSE","5_iii.krn","+d5",1,"5 2 7 4 3+"
"10987",12452,"V7","8b-",1.5,0.5,"4","+d5","FALSE","5_iii.krn","-m2",1,"5 2 7 4 3+"
"10988",12453,"I","8a",2,0.5,"3","-m2","FALSE","5_iii.krn","+P4",1,"1 5 3"
"10989",12454,"ii","8dd",2.5,0.5,"6","+P4","FALSE","5_iii.krn","-P5",1,"2 6 4 3+"
"10990",12455,"ii","8g",3,0.5,"2","-P5","FALSE","5_iii.krn","+m10",1,"2 6 4 3+"
"10991",12456,"ii","8bb-",3.5,0.5,"4","+m10","FALSE","5_iii.krn","-d5",1,"2 6 4 3+"
"10992",12457,"V7","8ee",1,0.5,"7","-d5","FALSE","5_iii.krn","-A4",1,"5 2 7 4 3+"
"10993",12458,"V7","8b-",1.5,0.5,"4","-A4","FALSE","5_iii.krn","-m2",1,"5 2 7 4 3+"
"10994",12459,"vi","8a",2,0.5,"3","-m2","FALSE","5_iii.krn","+P4",1,"6 3 1 7+"
"10995",12461,"IV","8dd",3,0.5,"6","+P4","FALSE","5_iii.krn","+M2",1,"4 1 6"
"10996",12464,"V7","8ee",1.5,0.5,"7","+M2","FALSE","5_iii.krn","+m2",1,"5 2 7 4 3+"
"10997",12466,"I","8ff",3,0.5,"1","+m2","FALSE","5_iii.krn","P1",1,"1 5 3"
"10998",12467,"I","8ff",3.5,0.5,"1","P1","FALSE","5_iii.krn","P1",1,"1 5 3"
"10999",12468,"I","8ff",1,0.5,"1","P1","FALSE","5_iii.krn","-m6",1,"1 5 3"
"11000",12470,"I","32a",1.75,0.125,"3","-m6","FALSE","5_iii.krn","+m2",1,"1 5 3"
"11001",12471,"I","32b-",1.875,0.125,"4","+m2","FALSE","5_iii.krn","+M2",0,"1 5 3"
"11002",12472,"I","32cc",2,0.125,"5","+M2","FALSE","5_iii.krn","-m3",1,"1 5 3"
"11003",12473,"I","32a",2.125,0.125,"3","-m3","FALSE","5_iii.krn","+m2",1,"1 5 3"
"11004",12474,"I","32b-",2.25,0.125,"4","+m2","FALSE","5_iii.krn","-m3",0,"1 5 3"
"11005",12475,"I","32g",2.375,0.125,"2","-m3","FALSE","5_iii.krn","+M2",0,"1 5 3"
"11006",12476,"I","32a",2.5,0.125,"3","+M2","FALSE","5_iii.krn","-M3",1,"1 5 3"
"11007",12477,"I","32f",2.625,0.125,"1","-M3","FALSE","5_iii.krn","-m2",1,"1 5 3"
"11008",12478,"I","32e",2.75,0.125,"7","-m2","FALSE","5_iii.krn","+m2",0,"1 5 3"
"11009",12479,"I","32f",2.875,0.125,"1","+m2","FALSE","5_iii.krn","+M2",1,"1 5 3"
"11010",12480,"I","32g",3,0.125,"2","+M2","FALSE","5_iii.krn","-M2",0,"1 5 3"
"11011",12481,"I","32f",3.125,0.125,"1","-M2","FALSE","5_iii.krn","+M3",1,"1 5 3"
"11012",12482,"I","32a",3.25,0.125,"3","+M3","FALSE","5_iii.krn","-M3",1,"1 5 3"
"11013",12483,"I","32f",3.375,0.125,"1","-M3","FALSE","5_iii.krn","+P4",1,"1 5 3"
"11014",12484,"I","32b-",3.5,0.125,"4","+P4","FALSE","5_iii.krn","-P4",0,"1 5 3"
"11015",12485,"I","32f",3.625,0.125,"1","-P4","FALSE","5_iii.krn","+P5",1,"1 5 3"
"11016",12486,"I","32cc",3.75,0.125,"5","+P5","FALSE","5_iii.krn","-P5",1,"1 5 3"
"11017",12487,"I","32f",3.875,0.125,"1","-P5","FALSE","5_iii.krn","+M6",1,"1 5 3"
"11018",12488,"IV","8dd",1,0.5,"6","+M6","FALSE","5_iii.krn","-m7",1,"4 1 6"
"11019",12490,"V7","8e",2,0.5,"7","-m7","FALSE","5_iii.krn","+m2",1,"5 2 7 4 3+"
"11020",12491,"I","8f",2.5,0.5,"1","+m2","FALSE","5_iii.krn","[ff]",1,"1 5 3"
"11021",12505,"i","1ff",1,4,"1","[ff]","f","5_iv.krn","-P4",1,"1 5 3- 2+"
"11022",12506,"i","2cc",1,2,"5","-P4","f","5_iv.krn","+m6",1,"1 5 3- 2+"
"11023",12507,"i","2aa-",3,2,"3","+m6","f","5_iv.krn","-d7",0,"1 5 3- 2+"
"11024",12508,"V7/V","1b",1,4,"4+","-d7","f","5_iv.krn","+m2",1,"2 6 4+ 1 7+"
"11025",12509,"V","2.cc",1,3,"5","+m2","f","5_iv.krn","+M2",1,"5 2 7"
"11026",12510,"V","8dd",4,0.5,"6+","+M2","f","5_iv.krn","+m2",0,"5 2 7"
"11027",12511,"V","8ee-",4.5,0.5,"7-","+m2","f","5_iv.krn","+M2",0,"5 2 7"
"11028",12512,"i","4ff",1,1,"1","+M2","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11030",12514,"i","[2aa-",3,2,"3","+m2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11031",12516,"V7/V","8gg",2,0.5,"2","-m2","f","5_iv.krn","-M2",1,"2 6 4+ 1 7+"
"11032",12517,"V7/V","8ff",2.5,0.5,"1","-M2","f","5_iv.krn","-M2",1,"2 6 4+ 1 7+"
"11033",12518,"V7/V","4ee-",3,1,"7-","-M2","f","5_iv.krn","-m2",0,"2 6 4+ 1 7+"
"11034",12519,"V7/V","4dd",4,1,"6+","-m2","f","5_iv.krn","-M2",0,"2 6 4+ 1 7+"
"11035",12520,"V7","2cc",1,2,"5","-M2","f","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11036",12521,"V7","2b-",3,2,"4","-M2","f","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11037",12522,"i","4a-",1,1,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11038",12523,"i","4g",2,1,"2","-m2","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11039",12524,"iv","2f",3,2,"1","-M2","f","5_iv.krn","+P4",1,"4 1 6- 5+"
"11040",12526,"V7","4b-",2,1,"4","+P4","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11041",12527,"V7","4b-",3,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11042",12528,"V7","4b-",4,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11043",12529,"i","4b-",1,1,"4","P1","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11044",12530,"i","8a-",2,0.5,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11045",12531,"i","8g",2.5,0.5,"2","-m2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11046",12532,"i","4a-",3,1,"3","+m2","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11047",12537,"V7/V","4f",2,1,"1","-m3","f","5_iv.krn","P1",1,"2 6 4+ 1 7+"
"11048",12538,"V7/V","4f",3,1,"1","P1","f","5_iv.krn","P1",1,"2 6 4+ 1 7+"
"11049",12539,"V7/V","4f",4,1,"1","P1","f","5_iv.krn","P1",1,"2 6 4+ 1 7+"
"11050",12540,"V","4f",1,1,"1","P1","f","5_iv.krn","-m2",0,"5 2 7"
"11051",12541,"V","8e",2,0.5,"7","-m2","f","5_iv.krn","-M2",1,"5 2 7"
"11052",12542,"V","8d",2.5,0.5,"6+","-M2","f","5_iv.krn","-M2",0,"5 2 7"
"11053",12543,"V","4c",3,1,"5","-M2","f","5_iv.krn","+P5",1,"5 2 7"
"11054",12548,"V7","2g",3,2,"2","+P5","f","5_iv.krn","+P4",1,"5 2 7 4 3+"
"11055",12549,"V7","4cc",1,1,"5","+P4","f","5_iv.krn","+M2",1,"5 2 7 4 3+"
"11056",12550,"V7","8dd",2,0.5,"6+","+M2","f","5_iv.krn","+M2",0,"5 2 7 4 3+"
"11057",12551,"V7","8ee",2.5,0.5,"7","+M2","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11058",12552,"i","4ff",3,1,"1","+m2","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11059",12553,"i","8gg",4,0.5,"2","+M2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11060",12554,"i","8aa-",4.5,0.5,"3","+m2","f","5_iv.krn","+M2",0,"1 5 3- 2+"
"11061",12555,"V7","4bb-",1,1,"4","+M2","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11062",12556,"V7","4bb-",2,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11063",12557,"V7","4bb-",3,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11064",12558,"V7","4bb-",4,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11065",12559,"V7/iv","4bb-",1,1,"4","P1","f","5_iv.krn","-m2",0,"1 5 3 7- 6+"
"11066",12560,"V7/iv","8aa",2,0.5,"3+","-m2","f","5_iv.krn","-M2",0,"1 5 3 7- 6+"
"11067",12561,"V7/iv","8gg",2.5,0.5,"2","-M2","f","5_iv.krn","+M2",0,"1 5 3 7- 6+"
"11068",12562,"V7/iv","4aa",3,1,"3+","+M2","f","5_iv.krn","-M3",0,"1 5 3 7- 6+"
"11069",12563,"V7/iv","4ff",4,1,"1","-M3","f","5_iv.krn","+m3",1,"1 5 3 7- 6+"
"11070",12565,"V7/VII","4aa-",2,1,"3","+m3","f","5_iv.krn","P1",0,"4 1 6 3- 2+"
"11071",12566,"V7/VII","4aa-",3,1,"3","P1","f","5_iv.krn","P1",0,"4 1 6 3- 2+"
"11072",12567,"V7/VII","4aa-",4,1,"3","P1","f","5_iv.krn","P1",0,"4 1 6 3- 2+"
"11073",12568,"V7/VI","4aa-",1,1,"3","P1","f","5_iv.krn","-m2",0,"3- 7- 5 2- 1+"
"11074",12569,"V7/VI","8gg",2,0.5,"2","-m2","f","5_iv.krn","-M2",0,"3- 7- 5 2- 1+"
"11075",12570,"V7/VI","8ff",2.5,0.5,"1","-M2","f","5_iv.krn","+M2",0,"3- 7- 5 2- 1+"
"11076",12571,"V7/VI","4gg",3,1,"2","+M2","f","5_iv.krn","-M3",0,"3- 7- 5 2- 1+"
"11077",12572,"V7/VI","4ee-",4,1,"7-","-M3","f","5_iv.krn","+P4",1,"3- 7- 5 2- 1+"
"11078",12574,"VI","4aa-",2,1,"3","+P4","f","5_iv.krn","P1",1,"6 3 1+"
"11079",12575,"VI","4aa-",3,1,"3","P1","f","5_iv.krn","P1",1,"6 3 1+"
"11080",12576,"VI","4aa-",4,1,"3","P1","f","5_iv.krn","P1",1,"6 3 1+"
"11081",12577,"VII","4aa-",1,1,"3","P1","f","5_iv.krn","-m2",0,"7 4+ 2+"
"11082",12578,"VII","8gg",2,0.5,"2","-m2","f","5_iv.krn","-M2",0,"7 4+ 2+"
"11083",12579,"VII","8ff",2.5,0.5,"1","-M2","f","5_iv.krn","+M2",0,"7 4+ 2+"
"11084",12580,"VII","4gg",3,1,"2","+M2","f","5_iv.krn","-M3",0,"7 4+ 2+"
"11085",12581,"VII","4ee-",4,1,"7-","-M3","f","5_iv.krn","+M2",0,"7 4+ 2+"
"11090",12586,"i","4bb-",1,1,"4","P1","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11091",12587,"i","8aa-",2,0.5,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11092",12588,"i","8gg",2.5,0.5,"2","-m2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11093",12589,"i","4aa-",3,1,"3","+m2","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11094",12590,"i","4ff",4,1,"1","-m3","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11099",12595,"iiom7","4ccc",1,1,"5","P1","f","5_iv.krn","-M2",0,"2 4 6- 1 3+ 5+ 7+"
"11100",12596,"iiom7","8bb-",2,0.5,"4","-M2","f","5_iv.krn","-M2",1,"2 4 6- 1 3+ 5+ 7+"
"11101",12597,"iiom7","8aa-",2.5,0.5,"3","-M2","f","5_iv.krn","+M2",0,"2 4 6- 1 3+ 5+ 7+"
"11102",12598,"iiom7","[2bb-",3,2,"4","+M2","f","5_iv.krn","+M2",1,"2 4 6- 1 3+ 5+ 7+"
"11103",12600,"i","8ccc",2,0.5,"5","+M2","f","5_iv.krn","-M2",1,"1 5 3- 2+"
"11104",12601,"i","8bb-",2.5,0.5,"4","-M2","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11105",12602,"i","[2aa-",3,2,"3","-M2","f","5_iv.krn","+M2",0,"1 5 3- 2+"
"11106",12604,"VII","8bb-",2,0.5,"4","+M2","f","5_iv.krn","-M2",0,"7 4+ 2+"
"11107",12605,"VII","8aa-",2.5,0.5,"3","-M2","f","5_iv.krn","-m2",0,"7 4+ 2+"
"11108",12606,"VII","[2gg",3,2,"2","-m2","f","5_iv.krn","+m2",0,"7 4+ 2+"
"11109",12608,"viio/VII","8aa-",2,0.5,"3","+m2","f","5_iv.krn","-m2",0,"6 1 3- 7+ 2+"
"11110",12609,"viio/VII","8gg",2.5,0.5,"2","-m2","f","5_iv.krn","-M2",0,"6 1 3- 7+ 2+"
"11111",12610,"viio/VII","[2ff",3,2,"1","-M2","f","5_iv.krn","-P5",1,"6 1 3- 7+ 2+"
"11112",12612,"V","4b-",2,1,"4","-P5","f","5_iv.krn","+P4",0,"5 2 7"
"11113",12613,"V","4ee-",3,1,"7-","+P4","f","5_iv.krn","-M2",0,"5 2 7"
"11114",12614,"V","8dd-",4,0.5,"6","-M2","f","5_iv.krn","+M2",0,"5 2 7"
"11115",12615,"V","8ee-",4.5,0.5,"7-","+M2","f","5_iv.krn","-m3",0,"5 2 7"
"11116",12616,"i","4cc",1,1,"5","-m3","f","5_iv.krn","-M2",1,"1 5 3- 2+"
"11117",12617,"i","8b-",2,0.5,"4","-M2","f","5_iv.krn","+M2",0,"1 5 3- 2+"
"11118",12618,"i","8cc",2.5,0.5,"5","+M2","f","5_iv.krn","-M3",1,"1 5 3- 2+"
"11119",12619,"i","4a-",3,1,"3","-M3","f","5_iv.krn","+M2",0,"1 5 3- 2+"
"11120",12620,"i","8b-",4,0.5,"4","+M2","f","5_iv.krn","+M2",0,"1 5 3- 2+"
"11121",12621,"i","8cc",4.5,0.5,"5","+M2","f","5_iv.krn","-M2",1,"1 5 3- 2+"
"11122",12622,"V7/III","4b-",1,1,"4","-M2","f","5_iv.krn","-M6",1,"7- 4 2 6- 5+"
"11123",12623,"V7/III","4d-",2,1,"6","-M6","f","5_iv.krn","P1",0,"7- 4 2 6- 5+"
"11124",12624,"V7/III","4d-",3,1,"6","P1","f","5_iv.krn","P1",0,"7- 4 2 6- 5+"
"11125",12625,"V7/III","4d-",4,1,"6","P1","f","5_iv.krn","P1",0,"7- 4 2 6- 5+"
"11126",12626,"III","4d-",1,1,"6","P1","f","5_iv.krn","-m2",0,"3 7 5+"
"11127",12627,"III","8c",2,0.5,"5","-m2","f","5_iv.krn","-M2",0,"3 7 5+"
"11128",12628,"III","8B-",2.5,0.5,"4","-M2","f","5_iv.krn","+M2",0,"3 7 5+"
"11129",12629,"III","4c",3,1,"5","+M2","f","5_iv.krn","+d5",0,"3 7 5+"
"11130",12635,"V7/VI","4g-",2,1,"2-","+d5","f","5_iv.krn","P1",1,"3- 7- 5 2- 1+"
"11131",12636,"V7/VI","4g-",3,1,"2-","P1","f","5_iv.krn","P1",1,"3- 7- 5 2- 1+"
"11132",12637,"V7/VI","4g-",4,1,"2-","P1","f","5_iv.krn","P1",1,"3- 7- 5 2- 1+"
"11133",12638,"viioD7/iv","4g-",1,1,"2-","P1","f","5_iv.krn","-m2",0,"3 5 7- 1+ 4++ 6+"
"11134",12639,"viioD7/iv","8f",2,0.5,"1","-m2","f","5_iv.krn","-M2",0,"3 5 7- 1+ 4++ 6+"
"11135",12640,"viioD7/iv","8e-",2.5,0.5,"7-","-M2","f","5_iv.krn","+M2",1,"3 5 7- 1+ 4++ 6+"
"11136",12641,"viioD7/iv","4f",3,1,"1","+M2","f","5_iv.krn","+m3",0,"3 5 7- 1+ 4++ 6+"
"11137",12644,"V7/VII","4a-",2,1,"3","+m3","f","5_iv.krn","P1",0,"4 1 6 3- 2+"
"11138",12645,"V7/VII","4a-",3,1,"3","P1","f","5_iv.krn","P1",0,"4 1 6 3- 2+"
"11139",12646,"V7/VII","4a-",4,1,"3","P1","f","5_iv.krn","P1",0,"4 1 6 3- 2+"
"11140",12647,"V7/v","4a-",1,1,"3","P1","f","5_iv.krn","-m2",0,"2 6 4+ 1 7+"
"11141",12648,"V7/v","8g",2,0.5,"2","-m2","f","5_iv.krn","-M2",1,"2 6 4+ 1 7+"
"11142",12649,"V7/v","8f",2.5,0.5,"1","-M2","f","5_iv.krn","+M2",1,"2 6 4+ 1 7+"
"11143",12650,"V7/v","4g",3,1,"2","+M2","f","5_iv.krn","+P8",1,"2 6 4+ 1 7+"
"11144",12652,"v","1gg",1,4,"2","+P8","f","5_iv.krn","-P5",1,"5 2 7- 6+"
"11145",12653,"v","2cc",1,2,"5","-P5","f","5_iv.krn","+m6",1,"5 2 7- 6+"
"11146",12654,"i","2aa-",3,2,"3","+m6","f","5_iv.krn","-d7",0,"1 5 3- 2+"
"11147",12655,"V/V","2b",1,2,"4+","-d7","f","5_iv.krn","+d5",1,"2 6 4+"
"11148",12656,"V7/V","2ff",3,2,"1","+d5","f","5_iv.krn","-m2",1,"2 6 4+ 1 7+"
"11149",12657,"V","2ee",1,2,"7","-m2","f","5_iv.krn","+m3",1,"5 2 7"
"11150",12658,"V7","2gg",3,2,"2","+m3","f","5_iv.krn","-P5",1,"5 2 7 4 3+"
"11151",12659,"V/iv","2cc",1,2,"5","-P5","f","5_iv.krn","+m3",1,"1 5 3"
"11152",12660,"V7/iv","2ee-",3,2,"7-","+m3","f","5_iv.krn","-m2",1,"1 5 3 7- 6+"
"11153",12661,"V/VII","2dd",1,2,"6+","-m2","f","5_iv.krn","+m3",0,"4 1 6"
"11154",12662,"V7/VII","2ff",3,2,"1","+m3","f","5_iv.krn","-P5",1,"4 1 6 3- 2+"
"11155",12663,"V/III","2b-",1,2,"4","-P5","f","5_iv.krn","+m3",1,"7- 4 2"
"11156",12664,"V7/III","2dd-",3,2,"6","+m3","f","5_iv.krn","-m2",0,"7- 4 2 6- 5+"
