"","X","function.","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"678",835,"4D","V","8cc",4,0.5,"2","+M2","B-","cat_themes.krn",0,0,"P1",1,"5 2 7"
"679",836,"4D","V","8ccJ",4.5,0.5,"2","P1","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"680",837,"1D","I","16ddLL",1,0.25,"3","+M2","B-","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"681",838,"1D","I","16ee-",1.25,0.25,"4","+m2","B-","cat_themes.krn",0,0,"-m2",0,"1 5 3"
"682",839,"1D","I","16dd",1.5,0.25,"3","-m2","B-","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"683",840,"1D","I","16ccJJ",1.75,0.25,"2","-M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"684",841,"1D","I","4b-",2,1,"1","-M2","B-","cat_themes.krn",0,1,"+P5",1,"1 5 3"
"685",843,"1D","I","4ff",4,1,"5","+P5","B-","cat_themes.krn",1,0,"-m3",1,"1 5 3"
"686",844,"2D","I","4dd",1,1,"3","-m3","B-","cat_themes.krn",0,0,"P1",1,"1 5 3"
"687",845,"2D","I","4dd",2,1,"3","P1","B-","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"688",846,"2D","V","4cc",3,1,"2","-M2","B-","cat_themes.krn",0,0,"P1",1,"5 2 7"
"689",847,"2D","V","4cc",4,1,"2","P1","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"690",848,"2.T","I","(16ddLL",1,0.25,"3","+M2","B-","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"691",849,"2.T","I","16ff",1.25,0.25,"5","+m3","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"692",850,"2.T","I","16ee",1.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"693",851,"2.T","I","16ffJJ",1.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"694",852,"2.T","I","16ggLL",2,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"695",853,"2.T","I","16ff",2.25,0.25,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"696",854,"2.T","I","16ee",2.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"697",855,"2.T","I","16ffJJ",2.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"698",856,"2.T","I","16ggLL",3,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"699",857,"2.T","I","16ff",3.25,0.5,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"700",858,"2.T","I","16ee",3.5,0.5,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"701",859,"2.T","I","16ffJJ",3.75,0.5,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"702",860,"4T","I","16ggLL",4,0.5,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"703",861,"4T","I","16ff",4.25,0.25,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"704",862,"4T","I","16ee",4.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"705",863,"4T","I","16ffJJ)",4.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"706",864,"2T","I","16ggLL",1,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"707",865,"2T","I","16ff",1.25,0.25,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"708",866,"2T","I","16ee",1.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"709",867,"2T","I","16ffJJ",1.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"710",868,"2T","I","16ggLL",2,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"711",869,"2T","I","16ff",2.25,0.25,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"712",870,"2T","I","16ee",2.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"713",871,"2T","I","16ffJJ",2.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"714",872,"2T","V","16ggLL",3,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"715",873,"2T","V","16ff",3.25,0.25,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"716",874,"2T","V","16ee",3.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"717",875,"2T","V","16ffJJ",3.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"718",876,"2T","V","16ggLL",4,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"719",877,"2T","V","16ff",4.25,0.25,"5","-M2","B-","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"720",878,"2T","V","16ee",4.5,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"721",879,"2T","V","16ffJJ",4.75,0.25,"5","+m2","B-","cat_themes.krn",0,0,"-P5",1,"5 2 7"
"722",880,"1T","I","4b-",1,1,"1","-P5","B-","cat_themes.krn",0,0,"+P8",1,"1 5 3"
"723",882,"1T","I","(16bb-LL",2,0.25,"1","+P8","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"724",883,"1T","I","16aa",2.25,0.25,"7","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"725",884,"1T","I","16bb-",2.5,0.25,"1","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"726",885,"1T","I","16cccJJ)",2.75,0.25,"2","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"727",886,"1T","I","4bb-",3,1,"1","-M2","B-","cat_themes.krn",0,1,"[ccc]",1,"1 5 3"
"728",888,"4T","I","4ccc",2,1,"5","[ccc]","F","cat_themes.krn",1,0,"-m3",1,"1 5 3"
"729",889,"2T","I","8aa'",1,0.5,"3","-m3","F","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"730",890,"2T","I","8ff'",1.5,0.5,"1","-M3","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"731",891,"2T","I","8aa'",2,0.5,"3","+M3","F","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"732",892,"2T","I","8ccc'",2.5,0.5,"5","+m3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"733",893,"4T","V7","4bb-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"734",894,"4T","I","4aa",2,1,"3","-m2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"735",895,"2T","V","8gg'",1,0.5,"2","-M2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"736",896,"2T","V","8ff'",1.5,0.5,"1","-M2","F","cat_themes.krn",0,0,"-m2",0,"5 2 7"
"737",897,"2T","V","8ee'",2,0.5,"7","-m2","F","cat_themes.krn",0,0,"+m2",1,"5 2 7"
"738",898,"2T","V","8ff'",2.5,0.5,"1","+m2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"739",899,"4T","V","8gg",1,0.5,"2","+M2","F","cat_themes.krn",0,1,"+P4",1,"5 2 7"
"740",901,"4T","I","4ccc",2,1,"5","+P4","F","cat_themes.krn",1,0,"-m3",1,"1 5 3"
"741",902,"2T","I","8aa'",1,0.5,"3","-m3","F","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"742",903,"2T","I","8ff'",1.5,0.5,"1","-M3","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"743",904,"2T","I","8aa'",2,0.5,"3","+M3","F","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"744",905,"2T","I","8ccc'",2.5,0.5,"5","+m3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"745",906,"4T","V7","4bb-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"746",907,"4T","I","4aa",2,1,"3","-m2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"747",908,"4P","ii","8gg",1,0.5,"2","-M2","F","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"748",909,"4P","ii","8gg",1.5,0.5,"2","P1","F","cat_themes.krn",0,0,"-m3",1,"2 6 4 3+"
"749",910,"4D","V7","8ee",2,0.5,"7","-m3","F","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"750",911,"4D","V7","16dd",2.5,0.25,"6","-M2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"751",912,"4D","V7","16eeJJ)",2.75,0.25,"7","+M2","F","cat_themes.krn",0,0,"+m2",1,"5 2 7 4 3+"
"752",913,"4T","I","8ff",1,0.5,"1","+m2","F","cat_themes.krn",0,1,"[cc]",1,"1 5 3"
"753",915,"4T","I","4cc",2,1,"5","[cc]","F","cat_themes.krn",1,0,"-m3",1,"1 5 3"
"754",916,"2T","I","8a",1,1,"3","-m3","F","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"755",917,"2T","I","8f",1.5,1,"1","-M3","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"756",918,"2T","I","8a",2,0.5,"3","+M3","F","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"757",919,"2T","I","8cc",2.5,0.5,"5","+m3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"758",921,"4T","V7","4b-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"759",922,"4T","I","4a",2,1,"3","-m2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"760",923,"2T","V","8g",1,0.5,"2","-M2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"761",924,"2T","V","8f",1.5,0.5,"1","-M2","F","cat_themes.krn",0,0,"-m2",0,"5 2 7"
"762",925,"2T","V","8e",2,0.5,"7","-m2","F","cat_themes.krn",0,0,"+m2",1,"5 2 7"
"763",926,"2T","V","8f",2.5,0.5,"1","+m2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"764",927,"4T","V","4g",1,1,"2","+M2","F","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"765",928,"4T","I","4cc",2,1,"5","+P4","F","cat_themes.krn",0,0,"-m3",1,"1 5 3"
"766",929,"2T","I","8a",1,0.5,"3","-m3","F","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"767",930,"2T","I","8f",1.5,0.5,"1","-M3","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"768",931,"2T","I","8a",2,0.5,"3","+M3","F","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"769",932,"2T","I","8cc",2.5,0.5,"5","+m3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"770",934,"4T","V7","4b-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"771",935,"4T","I","4a",2,1,"3","-m2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"772",936,"4D","C/V","8g",1,0.5,"2","-M2","F","cat_themes.krn",0,0,"P1",1,"2 5 7 4++"
"773",937,"4D","C/V","8g",1.5,0.5,"2","P1","F","cat_themes.krn",0,0,"+M2",1,"2 5 7 4++"
"774",938,"4D","V7/V","8a",2,0.5,"3","+M2","F","cat_themes.krn",0,0,"+M2",0,"2 6 4+ 1 7+"
"775",939,"4D","V7/V","8b",2.5,0.5,"4+","+M2","F","cat_themes.krn",0,0,"+m2",1,"2 6 4+ 1 7+"
"776",940,"2D","I/V","4cc",1,1,"5","+m2","F","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"777",941,"2D","I/V","8dd",2,0.5,"6","+M2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"778",942,"2D","I/V","8ee",2.5,0.5,"7","+M2","F","cat_themes.krn",0,0,"-M3",1,"5 2 7"
"779",943,"4D","C/V","(8ccL",1,0.5,"5","-M3","F","cat_themes.krn",0,0,"+P5",1,"2 5 7 4++"
"780",944,"4D","C/V","16ggJk)",1.5,0.25,"2","+P5","F","cat_themes.krn",0,1,"-m6",1,"2 5 7 4++"
"781",946,"4D","V/V","(8bL",2,0.5,"4+","-m6","F","cat_themes.krn",1,0,"+m6",1,"2 6 4+"
"782",947,"4D","V/V","16ggJk)",2.5,0.25,"2","+m6","F","cat_themes.krn",0,1,"-P5",1,"2 6 4+"
"783",949,"2D","I/V","4cc",1,1,"5","-P5","F","cat_themes.krn",1,0,"+M2",1,"5 2 7"
"784",950,"2D","I/V","8dd",2,0.5,"6","+M2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"785",951,"2D","I/V","8ee",2.5,0.5,"7","+M2","F","cat_themes.krn",0,0,"-M3",1,"5 2 7"
"786",952,"4D","C/V","(8ccL",1,0.5,"5","-M3","F","cat_themes.krn",0,0,"+P5",1,"2 5 7 4++"
"787",953,"4D","C/V","16ggJk)",1.5,0.25,"2","+P5","F","cat_themes.krn",0,1,"-m6",1,"2 5 7 4++"
"788",955,"4D","V/V","(8bL",2,0.5,"4+","-m6","F","cat_themes.krn",1,0,"+m6",1,"2 6 4+"
"789",956,"4D","V/V","16ggJk)",2.5,0.25,"2","+m6","F","cat_themes.krn",0,1,"-P5",1,"2 6 4+"
"790",958,"4D","I/V","4cc;",1,1,"5","-P5","F","cat_themes.krn",1,0,"[cc]",1,"5 2 7"
"791",959,"4T","I","4cc",2,1,"5","[cc]","F","cat_themes.krn",0,0,"-m3",1,"1 5 3"
"792",960,"2T","I","(8aL",1,0.5,"3","-m3","F","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"793",961,"2T","I","8fJ",1.5,0.5,"1","-M3","F","cat_themes.krn",0,0,"+P8",1,"1 5 3"
"794",962,"2T","I","8ff",2,0.5,"1","+P8","F","cat_themes.krn",0,0,"-P4",1,"1 5 3"
"795",963,"2T","I","8ccJ)",2.5,0.5,"5","-P4","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"796",965,"4T","V7","4b-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"797",967,"4T","I","4a",2,1,"3","-m2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"798",969,"2T","V7","8g",1,0.5,"2","-M2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"799",970,"2T","V7","8fJ",1.5,0.5,"1","-M2","F","cat_themes.krn",0,0,"+P4",0,"5 2 7 4 3+"
"800",972,"2T","V7","8b-",2,0.5,"4","+P4","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"801",973,"2T","V7","8a",2.5,0.5,"3","-m2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"802",974,"4T","V","4g",1,1,"2","-M2","F","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"803",975,"4T","I","4cc",2,1,"5","+P4","F","cat_themes.krn",0,0,"P1",1,"1 5 3"
"804",976,"2T","I","8cc",1,0.5,"5","P1","F","cat_themes.krn",0,0,"-m3",1,"1 5 3"
"805",977,"2T","I","8aJ",1.5,0.5,"3","-m3","F","cat_themes.krn",0,0,"+m6",1,"1 5 3"
"806",978,"2T","I","(16ffLL",2,0.25,"1","+m6","F","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"807",979,"2T","I","16ee",2.25,0.25,"7","-m2","F","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"808",980,"2T","I","16dd",2.5,0.25,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"809",981,"2T","I","16ccJJ)",2.75,0.25,"5","-M2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"810",983,"4T","V7","4b-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"811",984,"4T","I","4a",2,1,"3","-m2","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"812",985,"2D","V7/V","8gL",1,0.5,"2","-M2","F","cat_themes.krn",0,0,"+m7",1,"2 6 4+ 1 7+"
"813",986,"2D","V7/V","8ffJ",1.5,0.5,"1","+m7","F","cat_themes.krn",0,0,"-m2",1,"2 6 4+ 1 7+"
"814",987,"2D","V7/V","8eeL",2,0.5,"7","-m2","F","cat_themes.krn",0,0,"-M2",0,"2 6 4+ 1 7+"
"815",988,"2D","V7/V","8dd",2.5,0.5,"6","-M2","F","cat_themes.krn",0,0,"-M2",1,"2 6 4+ 1 7+"
"816",989,"4D","V","4cc",1,1,"5","-M2","F","cat_themes.krn",0,0,"[gg]",1,"5 2 7"
"817",991,"4D","I/V","(16ggLL",2,0.25,"2","[gg]","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"818",992,"4D","I/V","16ff",2.25,0.25,"1","-M2","F","cat_themes.krn",0,0,"-m2",0,"5 2 7"
"819",993,"4D","I/V","16ee",2.5,0.25,"7","-m2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"820",994,"4D","I/V","16ddJJ)",2.75,0.25,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"821",996,"4D","I/V","(16ccLL",1,0.25,"5","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"822",997,"4D","I/V","16b",1.25,0.25,"4+","-m2","F","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"823",998,"4D","I/V","16cc",1.5,0.25,"5","+m2","F","cat_themes.krn",0,0,"+M3",1,"5 2 7"
"824",999,"4D","I/V","16eeJJ)",1.75,0.25,"7","+M3","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"825",1001,"4D","V7/V","(16ddLL",2,0.25,"6","-M2","F","cat_themes.krn",0,0,"-M2",1,"2 6 4+ 1 7+"
"826",1002,"4D","V7/V","16cc",2.25,0.25,"5","-M2","F","cat_themes.krn",0,0,"+M2",0,"2 6 4+ 1 7+"
"827",1003,"4D","V7/V","16dd",2.5,0.25,"6","+M2","F","cat_themes.krn",0,0,"-m3",1,"2 6 4+ 1 7+"
"828",1004,"4D","V7/V","16bJJ)",2.75,0.25,"4+","-m3","F","cat_themes.krn",0,0,"+m2",1,"2 6 4+ 1 7+"
"829",1005,"2D","I/V","4cc",1,1,"5","+m2","F","cat_themes.krn",0,0,"+P5",1,"5 2 7"
"830",1007,"2D","I/V","(16ggLL",2,0.25,"2","+P5","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"831",1008,"2D","I/V","16ff",2.25,0.25,"1","-M2","F","cat_themes.krn",0,0,"-m2",0,"5 2 7"
"832",1009,"2D","I/V","16ee",2.5,0.25,"7","-m2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"833",1010,"2D","I/V","16ddJJ)",2.75,0.25,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"834",1012,"4D","I/V","(16ccLL",1,0.25,"5","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"835",1013,"4D","I/V","16b",1.25,0.25,"4+","-m2","F","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"836",1014,"4D","I/V","16cc",1.5,0.25,"5","+m2","F","cat_themes.krn",0,0,"+M3",1,"5 2 7"
"837",1015,"4D","I/V","16eeJJ)",1.75,0.25,"7","+M3","F","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"838",1017,"4D","V7/V","(16ddLL",2,0.25,"6","-M2","F","cat_themes.krn",0,0,"-M2",1,"2 6 4+ 1 7+"
"839",1018,"4D","V7/V","16cc",2.25,0.25,"5","-M2","F","cat_themes.krn",0,0,"+M2",0,"2 6 4+ 1 7+"
"840",1019,"4D","V7/V","16dd",2.5,0.25,"6","+M2","F","cat_themes.krn",0,0,"-m3",1,"2 6 4+ 1 7+"
"841",1020,"4D","V7/V","16bJJ)",2.75,0.25,"4+","-m3","F","cat_themes.krn",0,0,"+m2",1,"2 6 4+ 1 7+"
"842",1021,"4D","I/V","8cc",1,0.5,"5","+m2","F","cat_themes.krn",0,1,"P1",1,"5 2 7"
"843",1023,"4D","vi/V","4cc",2,1,"5","P1","F","cat_themes.krn",1,0,"+M2",1,"3 7 5 4++"
"848",1028,"2D","V/V","8b-",1,0.5,"4","+m2","F","cat_themes.krn",0,1,"P1",0,"2 6 4+"
"849",1030,"2D","V/V","4b-",2,1,"4","P1","F","cat_themes.krn",1,0,"+M2",0,"2 6 4+"
"850",1032,"2D","V7","8cc",1,0.5,"5","+M2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"851",1033,"2D","V7","8b-",1.5,0.5,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"852",1034,"2D","V7","8a'",2,0.5,"3","-m2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"853",1035,"2D","V7","8g'",2.5,0.5,"2","-M2","F","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"854",1036,"4T","I","4a",1,1,"3","+M2","F","cat_themes.krn",0,0,"[cc]",1,"1 5 3"
"855",1038,"4T","I","4cc",2,1,"5","[cc]","F","cat_themes.krn",0,0,"-m3",1,"1 5 3"
"856",1039,"2T","I","8a",1,0.5,"3","-m3","F","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"857",1040,"2T","I","8f",1.5,0.5,"1","-M3","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"858",1041,"2T","I","8a",2,0.5,"3","+M3","F","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"859",1042,"2T","I","8cc",2.5,0.5,"5","+m3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"860",1044,"4T","V7","4b-",1,1,"4","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"861",1045,"4T","I","4a",2,1,"3","-m2","F","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"862",1046,"4P","IV","8dd'",1,0.5,"6","+P4","F","cat_themes.krn",0,0,"P1",1,"4 1 6"
"863",1047,"4P","IV","8dd'",1.5,0.5,"6","P1","F","cat_themes.krn",0,0,"-M2",1,"4 1 6"
"864",1048,"4D","V7","8cc'",2,0.5,"5","-M2","F","cat_themes.krn",0,0,"-m6",1,"5 2 7 4 3+"
"865",1049,"4D","V7","8e'",2.5,0.5,"7","-m6","F","cat_themes.krn",0,0,"+m2",1,"5 2 7 4 3+"
"866",1050,"2T","I","4f",1,1,"1","+m2","F","cat_themes.krn",0,1,"[cc]",1,"1 5 3"
"867",1052,"2T","V7","12ccL",1,0.333333,"5","[cc]","F","cat_themes.krn",1,0,"+M3",1,"5 2 7 4 3+"
"868",1053,"2T","V7","12ee",1.33333,0.333333,"7","+M3","F","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"869",1055,"2T","V7","12ddJ",1.66667,0.333333,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"870",1056,"2T","V7","12ccL",2,0.333333,"5","-M2","F","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"871",1057,"2T","V7","12dd",2.33333,0.333333,"6","+M2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"872",1059,"2T","V7","12eeJ",2.66667,0.333333,"7","+M2","F","cat_themes.krn",0,0,"+m2",1,"5 2 7 4 3+"
"873",1060,"2T","I","12ffL",1,0.333333,"1","+m2","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"874",1061,"2T","I","12aa",1.33333,0.333333,"3","+M3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"875",1063,"2T","I","12ggJ",1.66667,0.333333,"2","-M2","F","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"876",1064,"2T","I","12ffL",2,0.333333,"1","-M2","F","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"877",1065,"2T","I","12ee",2.33333,0.333333,"7","-m2","F","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"878",1067,"2T","I","12ddJ",2.66667,0.333333,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"879",1068,"2T","V","12ccL",1,0.333333,"5","-M2","F","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"880",1069,"2T","V","12b",1.33333,0.333333,"4+","-m2","F","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"881",1071,"2T","V","12ccJ",1.66667,0.333333,"5","+m2","F","cat_themes.krn",0,0,"P1",1,"5 2 7"
"882",1072,"2T","V","12ccL",2,0.333333,"5","P1","F","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"883",1073,"2T","V","12dd",2.33333,0.333333,"6","+M2","F","cat_themes.krn",0,0,"-M3",0,"5 2 7"
"884",1075,"2T","V","12b-J",2.66667,0.333333,"4","-M3","F","cat_themes.krn",0,0,"-m2",0,"5 2 7"
"885",1076,"2T","I","4a",1,1,"3","-m2","F","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"886",1080,"2T","V7","12ccL",1,0.333333,"5","+m3","F","cat_themes.krn",1,0,"+M3",1,"5 2 7 4 3+"
"887",1081,"2T","V7","12ee",1.33333,0.333333,"7","+M3","F","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"888",1083,"2T","V7","12ddJ",1.66667,0.333333,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"889",1084,"2T","V7","12ccL",2,0.333333,"5","-M2","F","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"890",1085,"2T","V7","12dd",2.33333,0.333333,"6","+M2","F","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"891",1087,"2T","V7","12eeJ",2.66667,0.333333,"7","+M2","F","cat_themes.krn",0,0,"+m2",1,"5 2 7 4 3+"
"892",1088,"4T","I","12ffL",1,0.333333,"1","+m2","F","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"893",1089,"4T","I","12aa",1.33333,0.333333,"3","+M3","F","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"894",1091,"4T","I","12ggJ",1.66667,0.333333,"2","-M2","F","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"895",1092,"4T","vi","12ffL",2,0.333333,"1","-M2","F","cat_themes.krn",0,0,"-m2",1,"6 3 1 7+"
"896",1093,"4T","vi","12ee",2.33333,0.333333,"7","-m2","F","cat_themes.krn",0,0,"+m2",0,"6 3 1 7+"
"897",1095,"4T","vi","12ffJ",2.66667,0.333333,"1","+m2","F","cat_themes.krn",0,0,"-m3",1,"6 3 1 7+"
"898",1096,"4P","ii","12ddL",1,0.333333,"6","-m3","F","cat_themes.krn",0,0,"+P4",1,"2 6 4 3+"
"899",1097,"4P","ii","12gg",1.33333,0.333333,"2","+P4","F","cat_themes.krn",0,0,"-M2",1,"2 6 4 3+"
"900",1099,"4P","ii","12ffJ",1.66667,0.333333,"1","-M2","F","cat_themes.krn",0,0,"-m2",0,"2 6 4 3+"
"901",1100,"4D","V7","12eeL",2,0.333333,"7","-m2","F","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"902",1101,"4D","V7","12dd",2.33333,0.333333,"6","-M2","F","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"903",1103,"4D","V7","12ccJ",2.66667,0.333333,"5","-M2","F","cat_themes.krn",0,0,"+P4",1,"5 2 7 4 3+"
"904",1104,"4T","I","4ff",1,1,"1","+P4","F","cat_themes.krn",0,0,"-m9",1,"1 5 3"
