""	"function"	"harm"	"melody"	"beat_pos"	"duration"	"scale_deg"	"approaching"	"key"	"file"	"depart"	"Response"	"Chordnotes"
"55093"	"4T"	"I"	"16aJJ"	"1.75"	"0.25"	"3"	"+m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55094"	"4T"	"vi"	"16gLL"	"2"	"0.25"	"2"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55095"	"4T"	"vi"	"16f"	"2.25"	"0.25"	"1"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55096"	"4T"	"vi"	"16e"	"2.5"	"0.25"	"7"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55097"	"4T"	"vi"	"16fJJ"	"2.75"	"0.25"	"1"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55098"	"4T"	"ii"	"32eLLL"	"3"	"0.125"	"7"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55099"	"4T"	"ii"	"32d"	"3.125"	"0.125"	"6"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55100"	"4T"	"ii"	"32e"	"3.25"	"0.125"	"7"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55101"	"4T"	"ii"	"32f#JJ"	"3.375"	"0.125"	"1+"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55102"	"4T"	"ii"	"32gLL"	"3.5"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55103"	"4T"	"ii"	"32a"	"3.625"	"0.125"	"3"	"+M2"	"F"	"K613.krn"	"+m3"	NA	NA
"55104"	"4T"	"ii"	"32cc"	"3.75"	"0.125"	"5"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55105"	"4T"	"ii"	"32b-JJJ)"	"3.875"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55106"	"4T"	"C"	"(8.aL"	"1"	"0.75"	"3"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55107"	"4T"	"C"	"32b-LL"	"1.75"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55108"	"4T"	"C"	"32aJJJ"	"1.875"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55109"	"2T"	"V"	"8g)"	"2"	"0.5"	"2"	"-M2"	"F"	"K613.krn"	"+P4"	NA	NA
"55111"	"2T"	"V"	"8.ccL"	"3"	"0.75"	"5"	"+P4"	"F"	"K613.krn"	"P1"	NA	NA
"55112"	"2T"	"V"	"16ccJk"	"3.75"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55116"	"4T"	"I"	"8cc)"	"1"	"0.5"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55119"	"4T"	"I"	"(16cc"	"1.75"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"-M2"	NA	NA
"55120"	"4T"	"V7"	"8b-)"	"2"	"0.5"	"4"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55123"	"4T"	"V7"	"(16b-"	"2.75"	"0.25"	"4"	"P1"	"F"	"K613.krn"	"-m2"	NA	NA
"55124"	"4T"	"I"	"8a)"	"3"	"0.5"	"3"	"-m2"	"F"	"K613.krn"	"P1"	NA	NA
"55127"	"4T"	"I"	"(16a"	"3.75"	"0.25"	"3"	"P1"	"F"	"K613.krn"	"-M2"	NA	NA
"55128"	"2.P"	"ii"	"16gLL)"	"1"	"0.25"	"2"	"-M2"	"F"	"K613.krn"	"+P5"	NA	NA
"55129"	"2.P"	"ii"	"(16dd"	"1.25"	"0.25"	"6"	"+P5"	"F"	"K613.krn"	"-m2"	NA	NA
"55130"	"2.P"	"ii"	"16cc#"	"1.5"	"0.25"	"5+"	"-m2"	"F"	"K613.krn"	"d1"	NA	NA
"55131"	"2.P"	"ii"	"16ccJJ"	"1.75"	"0.25"	"5"	"d1"	"F"	"K613.krn"	"-m2"	NA	NA
"55132"	"2.P"	"ii"	"16bLL"	"2"	"0.25"	"4+"	"-m2"	"F"	"K613.krn"	"d1"	NA	NA
"55133"	"2.P"	"ii"	"16b-"	"2.25"	"0.25"	"4"	"d1"	"F"	"K613.krn"	"-m2"	NA	NA
"55134"	"2.P"	"ii"	"16a"	"2.5"	"0.25"	"3"	"-m2"	"F"	"K613.krn"	"d1"	NA	NA
"55135"	"2.P"	"ii"	"16a-JJ"	"2.75"	"0.25"	"3-"	"d1"	"F"	"K613.krn"	"-d3"	NA	NA
"55136"	"2.P"	"ii"	"32f#LLL"	"3"	"0.125"	"1+"	"-d3"	"F"	"K613.krn"	"+m2"	NA	NA
"55137"	"2.P"	"ii"	"32g"	"3.125"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55138"	"2.P"	"ii"	"32b-"	"3.25"	"0.125"	"4"	"+m3"	"F"	"K613.krn"	"-m2"	NA	NA
"55139"	"2.P"	"ii"	"32aJJ"	"3.375"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55140"	"2.P"	"ii"	"32ccLL"	"3.5"	"0.125"	"5"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55141"	"2.P"	"ii"	"32b-"	"3.625"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55142"	"2.P"	"ii"	"32a"	"3.75"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55143"	"2.P"	"ii"	"32gJJJ)"	"3.875"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55144"	"2D"	"C"	"(8.fL"	"1"	"0.75"	"1"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55145"	"2D"	"C"	"16gJk"	"1.75"	"0.25"	"2"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55146"	"2D"	"C"	"8.aL"	"2"	"0.75"	"3"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55147"	"2D"	"C"	"16b-Jk"	"2.75"	"0.25"	"4"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55148"	"4D"	"V7"	"16cc'LL)"	"3"	"0.25"	"5"	"+M2"	"F"	"K613.krn"	"-P8"	NA	NA
"55149"	"4D"	"V7"	"(16c"	"3.25"	"0.25"	"5"	"-P8"	"F"	"K613.krn"	"+M2"	NA	NA
"55150"	"4D"	"V7"	"16d"	"3.5"	"0.25"	"6"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55151"	"4D"	"V7"	"16eJJ)"	"3.75"	"0.25"	"7"	"+M2"	"F"	"K613.krn"	"+m3"	NA	NA
"55152"	"2T"	"I"	"(4g"	"1"	"1"	"2"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55153"	"2T"	"I"	"8f)"	"2"	"0.5"	"1"	"-M2"	"F"	"K613.krn"	"[g]"	NA	NA
"55155"	"4D"	"V"	"8.gL"	"3"	"0.75"	"2"	"[g]"	"F"	"K613.krn"	"P1"	NA	NA
"55156"	"4D"	"V"	"16gJk"	"3.75"	"0.25"	"2"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55157"	"2D"	"V"	"(4.g"	"1"	"1.5"	"2"	"P1"	"F"	"K613.krn"	"+M2"	NA	NA
"55163"	"2D"	"V"	"32aLLL"	"2.5"	"0.125"	"3"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55164"	"2D"	"V"	"32g"	"2.625"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55165"	"2D"	"V"	"32f#"	"2.75"	"0.125"	"1+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55166"	"2D"	"V"	"32gJJJ"	"2.875"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+M3"	NA	NA
"55167"	"4D"	"viiom7"	"8bL"	"3"	"0.5"	"4+"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55169"	"4D"	"viiom7"	"16.aL)"	"3.5"	"0.375"	"3"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55171"	"4D"	"viiom7"	"32gJJk"	"3.875"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55172"	"2.D"	"V"	"4g"	"1"	"1"	"2"	"P1"	"F"	"K613.krn"	"-P5"	NA	NA
"55177"	"2.D"	"V"	"(32cLLL"	"2.125"	"0.125"	"5"	"-P5"	"F"	"K613.krn"	"+M2"	NA	NA
"55178"	"2.D"	"V"	"32d"	"2.25"	"0.125"	"6"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55179"	"2.D"	"V"	"32eJJ"	"2.375"	"0.125"	"7"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55180"	"2.D"	"V"	"32fLL"	"2.5"	"0.125"	"1"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55181"	"2.D"	"V"	"32g"	"2.625"	"0.125"	"2"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55182"	"2.D"	"V"	"32a"	"2.75"	"0.125"	"3"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55183"	"2.D"	"V"	"32bJJJ"	"2.875"	"0.125"	"4+"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55184"	"2.D"	"V"	"32ccLLL"	"3"	"0.125"	"5"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55185"	"2.D"	"V"	"32dd"	"3.125"	"0.125"	"6"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55186"	"2.D"	"V"	"32ee"	"3.25"	"0.125"	"7"	"+M2"	"F"	"K613.krn"	"-P4"	NA	NA
"55187"	"2.D"	"V"	"32bJJ"	"3.375"	"0.125"	"4+"	"-P4"	"F"	"K613.krn"	"+m2"	NA	NA
"55188"	"2.D"	"V"	"32ccLL"	"3.5"	"0.125"	"5"	"+m2"	"F"	"K613.krn"	"-P4"	NA	NA
"55189"	"2.D"	"V"	"32g"	"3.625"	"0.125"	"2"	"-P4"	"F"	"K613.krn"	"+M2"	NA	NA
"55190"	"2.D"	"V"	"32a"	"3.75"	"0.125"	"3"	"+M2"	"F"	"K613.krn"	"-P4"	NA	NA
"55191"	"2.D"	"V"	"32eJJJ)"	"3.875"	"0.125"	"7"	"-P4"	"F"	"K613.krn"	"+m3"	NA	NA
"55192"	"2D"	"I/V"	"[4g"	"1"	"1"	"2"	"+m3"	"F"	"K613.krn"	"P1"	NA	NA
"55196"	"2D"	"I/V"	"16gLL]"	"1"	"0.25"	"2"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55197"	"2D"	"I/V"	"(16g"	"2.25"	"0.25"	"2"	"P1"	"F"	"K613.krn"	"+M2"	NA	NA
"55198"	"2D"	"I/V"	"16a"	"2.5"	"0.25"	"3"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55199"	"2D"	"I/V"	"16gJJ)"	"2.75"	"0.25"	"2"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55200"	"4D"	"V7/V"	"(16gLL"	"3"	"0.25"	"2"	"P1"	"F"	"K613.krn"	"-M2"	NA	NA
"55201"	"4D"	"V7/V"	"16f"	"3.25"	"0.25"	"1"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55202"	"4D"	"V7/V"	"16e"	"3.5"	"0.25"	"7"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55203"	"4D"	"V7/V"	"16fJJ)"	"3.75"	"0.25"	"1"	"+m2"	"F"	"K613.krn"	"-d5"	NA	NA
"55204"	"2.D"	"V"	"(4B"	"1"	"1"	"4+"	"-d5"	"F"	"K613.krn"	"+m2"	NA	NA
"55206"	"2.D"	"V"	"8c)"	"2"	"0.5"	"5"	"+m2"	"F"	"K613.krn"	"P1"	NA	NA
"55208"	"2.D"	"V"	"8.cL"	"3"	"0.75"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55209"	"2.D"	"V"	"16cJk"	"3.75"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55210"	"4D"	"V7"	"(16cLL"	"1"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"A1"	NA	NA
"55211"	"4D"	"V7"	"16c#J"	"1.25"	"0.25"	"5+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55212"	"4D"	"V7"	"24d'L"	"1.5"	"0.166667"	"6"	"+m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55213"	"4D"	"V7"	"24e-'"	"1.66667"	"0.166667"	"7-"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55214"	"4D"	"V7"	"24e'JJ"	"1.83333"	"0.166667"	"7"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55215"	"2D"	"C"	"8f)"	"2"	"0.5"	"1"	"+m2"	"F"	"K613.krn"	"-P4"	NA	NA
"55217"	"2D"	"C"	"8.cL"	"3"	"0.75"	"5"	"-P4"	"F"	"K613.krn"	"P1"	NA	NA
"55218"	"2D"	"C"	"16cJk"	"3.75"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55219"	"4D"	"C"	"(24cLL"	"1"	"0.166667"	"5"	"P1"	"F"	"K613.krn"	"A1"	NA	NA
"55220"	"4D"	"C"	"24c#"	"1.16667"	"0.166667"	"5+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55221"	"4D"	"C"	"24dJ"	"1.33333"	"0.166667"	"6"	"+m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55222"	"4D"	"C"	"32e-'LL"	"1.5"	"0.125"	"7-"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55223"	"4D"	"C"	"32e'"	"1.625"	"0.125"	"7"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55224"	"4D"	"C"	"32f'"	"1.75"	"0.125"	"1"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55225"	"4D"	"C"	"32f#'JJJ"	"1.875"	"0.125"	"1+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55226"	"2D"	"V"	"8g)"	"2"	"0.5"	"2"	"+m2"	"F"	"K613.krn"	"-P5"	NA	NA
"55228"	"2D"	"V"	"8.cL"	"3"	"0.75"	"5"	"-P5"	"F"	"K613.krn"	"P1"	NA	NA
"55229"	"2D"	"V"	"16cJk"	"3.75"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55230"	"4D"	"V"	"(32cLLL"	"1"	"0.125"	"5"	"P1"	"F"	"K613.krn"	"A1"	NA	NA
"55231"	"4D"	"V"	"32c#"	"1.125"	"0.125"	"5+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55232"	"4D"	"V"	"32d"	"1.25"	"0.125"	"6"	"+m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55233"	"4D"	"V"	"32e-JJ"	"1.375"	"0.125"	"7-"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55234"	"4D"	"V"	"32eLL"	"1.5"	"0.125"	"7"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55235"	"4D"	"V"	"32f"	"1.625"	"0.125"	"1"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55236"	"4D"	"V"	"32f#"	"1.75"	"0.125"	"1+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55237"	"4D"	"V"	"64gL"	"1.875"	"0.0625"	"2"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55238"	"4D"	"V"	"64g#JJJJ"	"1.9375"	"0.0625"	"2+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55239"	"4D"	"IV/V"	"32aLLL)"	"2"	"0.125"	"3"	"+m2"	"F"	"K613.krn"	"-M3"	NA	NA
"55240"	"4D"	"IV/V"	"(32f"	"2.125"	"0.125"	"1"	"-M3"	"F"	"K613.krn"	"-m2"	NA	NA
"55241"	"4D"	"IV/V"	"32e"	"2.25"	"0.125"	"7"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55242"	"4D"	"IV/V"	"32fnJJ"	"2.375"	"0.125"	"1"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55243"	"4D"	"IV/V"	"32f#LL"	"2.5"	"0.125"	"1+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55244"	"4D"	"IV/V"	"32g"	"2.625"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55245"	"4D"	"IV/V"	"32g#"	"2.75"	"0.125"	"2+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55246"	"4D"	"IV/V"	"32aJJJ"	"2.875"	"0.125"	"3"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55247"	"4D"	"viio/V"	"32bLLL"	"3"	"0.125"	"4+"	"+M2"	"F"	"K613.krn"	"-M3"	NA	NA
"55248"	"4D"	"viio/V"	"32g"	"3.125"	"0.125"	"2"	"-M3"	"F"	"K613.krn"	"-m2"	NA	NA
"55249"	"4D"	"viio/V"	"32f#"	"3.25"	"0.125"	"1+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55250"	"4D"	"viio/V"	"32gJJ"	"3.375"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55251"	"4D"	"viio/V"	"32a-LL"	"3.5"	"0.125"	"3-"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55252"	"4D"	"viio/V"	"32a"	"3.625"	"0.125"	"3"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55253"	"4D"	"viio/V"	"32b-"	"3.75"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55254"	"4D"	"viio/V"	"32bJJJ)"	"3.875"	"0.125"	"4+"	"A1"	"F"	"K613.krn"	"+m2"	NA	NA
"55255"	"1.D"	"V"	"8.cc;L"	"1"	"0.75"	"5"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55256"	"1.D"	"V"	"(16bJk"	"1.75"	"0.25"	"4+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55257"	"1.D"	"V"	"32ccLLL"	"2"	"0.125"	"5"	"+m2"	"F"	"K613.krn"	"+M3"	NA	NA
"55258"	"1.D"	"V"	"32ee"	"2.125"	"0.125"	"7"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55259"	"1.D"	"V"	"32dd"	"2.25"	"0.125"	"6"	"-M2"	"F"	"K613.krn"	"+m3"	NA	NA
"55260"	"1.D"	"V"	"32ffJJ"	"2.375"	"0.125"	"1"	"+m3"	"F"	"K613.krn"	"-m2"	NA	NA
"55261"	"1.D"	"V"	"32eeLL"	"2.5"	"0.125"	"7"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55262"	"1.D"	"V"	"32gg"	"2.625"	"0.125"	"2"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55263"	"1.D"	"V"	"32ff"	"2.75"	"0.125"	"1"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
"55264"	"1.D"	"V"	"32aaJJ"	"2.875"	"0.125"	"3"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55265"	"1.D"	"V"	"32ggLL"	"3"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"+m3"	NA	NA
"55266"	"1.D"	"V"	"32bb-"	"3.125"	"0.125"	"4"	"+m3"	"F"	"K613.krn"	"-m2"	NA	NA
"55267"	"1.D"	"V"	"32aa"	"3.25"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55268"	"1.D"	"V"	"32cccJJJ"	"3.375"	"0.125"	"5"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55269"	"1.D"	"V"	"(8.bb-L)"	"3.5"	"0.75"	"4"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55270"	"1.D"	"V"	"32cccLL"	"4.25"	"0.125"	"5"	"+M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55271"	"1.D"	"V"	"32dddJJJ)"	"4.375"	"0.125"	"6"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55272"	"1.D"	"V"	"(8cccL"	"4.5"	"0.5"	"5"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55273"	"1.D"	"V"	"16bb-Jk)"	"5"	"0.25"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55275"	"1.D"	"V"	"(8aaL"	"5.5"	"0.5"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55276"	"1.D"	"V"	"16ggJk)"	"6"	"0.25"	"2"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55278"	"1.D"	"V"	"(8ffL"	"6.5"	"0.5"	"1"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55279"	"8D"	"V"	"16eeJk)"	"7"	"0.25"	"7"	"-m2"	"F"	"K613.krn"	"-A2"	NA	NA
"55281"	"1D"	"V7"	"(4dd-"	"1"	"1"	"6-"	"-A2"	"F"	"K613.krn"	"-m2"	NA	NA
"55283"	"1D"	"V7"	"16ccLL)"	"2"	"0.25"	"5"	"-m2"	"F"	"K613.krn"	"+m7"	NA	NA
"55284"	"1D"	"V7"	"(16bb-'"	"2.25"	"0.25"	"4"	"+m7"	"F"	"K613.krn"	"P1"	NA	NA
"55285"	"1D"	"V7"	"16bb-'"	"2.5"	"0.25"	"4"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55286"	"1D"	"V7"	"16bb-'JJ)"	"2.75"	"0.25"	"4"	"P1"	"F"	"K613.krn"	"-M6"	NA	NA
"55287"	"1D"	"V7"	"(4dd-"	"3"	"1"	"6-"	"-M6"	"F"	"K613.krn"	"-m2"	NA	NA
"55289"	"1D"	"V7"	"16ccLL)"	"4"	"0.25"	"5"	"-m2"	"F"	"K613.krn"	"+m7"	NA	NA
"55290"	"1D"	"V7"	"(16bb-'"	"4.25"	"0.25"	"4"	"+m7"	"F"	"K613.krn"	"P1"	NA	NA
"55291"	"1D"	"V7"	"16bb-'"	"4.5"	"0.25"	"4"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55292"	"1D"	"V7"	"16bb-'JJ)"	"4.75"	"0.25"	"4"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55296"	"1D"	"V7"	"8bb-)"	"5"	"0.5"	"4"	"P1"	"F"	"K613.krn"	"[c]"	NA	NA
"55314"	"4T"	"V"	"(8.cL)"	"3"	"0.75"	"5"	"[c]"	"F"	"K613.krn"	"-m2"	NA	NA
"55315"	"4T"	"V"	"32BLL"	"3.75"	"0.125"	"4+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55316"	"4T"	"V"	"32cJJJ"	"3.875"	"0.125"	"5"	"+m2"	"F"	"K613.krn"	"+P4"	NA	NA
"55317"	"2.T"	"I"	"8f)"	"1"	"0.5"	"1"	"+P4"	"F"	"K613.krn"	"-m6"	NA	NA
"55327"	"2.T"	"I"	"(48ALLL"	"3.08333"	"0.0833333"	"3"	"-m6"	"F"	"K613.krn"	"+m3"	NA	NA
"55328"	"2.T"	"I"	"48cJJ"	"3.16667"	"0.0833333"	"5"	"+m3"	"F"	"K613.krn"	"+P4"	NA	NA
"55329"	"2.T"	"I"	"48fLL"	"3.25"	"0.0833333"	"1"	"+P4"	"F"	"K613.krn"	"-P4"	NA	NA
"55330"	"2.T"	"I"	"48c"	"3.33333"	"0.0833333"	"5"	"-P4"	"F"	"K613.krn"	"+M6"	NA	NA
"55331"	"2.T"	"I"	"48aJJ"	"3.41667"	"0.0833333"	"3"	"+M6"	"F"	"K613.krn"	"-M3"	NA	NA
"55332"	"2.T"	"I"	"48fLL"	"3.5"	"0.0833333"	"1"	"-M3"	"F"	"K613.krn"	"+P5"	NA	NA
"55333"	"2.T"	"I"	"48cc"	"3.58333"	"0.0833333"	"5"	"+P5"	"F"	"K613.krn"	"-m3"	NA	NA
"55334"	"2.T"	"I"	"48aJJ"	"3.66667"	"0.0833333"	"3"	"-m3"	"F"	"K613.krn"	"+m6"	NA	NA
"55335"	"2.T"	"I"	"48ffLL"	"3.75"	"0.0833333"	"1"	"+m6"	"F"	"K613.krn"	"-P4"	NA	NA
"55336"	"2.T"	"I"	"48cc"	"3.83333"	"0.0833333"	"5"	"-P4"	"F"	"K613.krn"	"-m3"	NA	NA
"55337"	"2.T"	"I"	"48aJJJ"	"3.91667"	"0.0833333"	"3"	"-m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55338"	"2.T"	"V"	"8g)"	"1"	"0.5"	"2"	"-M2"	"F"	"K613.krn"	"-P5"	NA	NA
"55348"	"2.T"	"V"	"(48cLLL"	"3.08333"	"0.0833333"	"5"	"-P5"	"F"	"K613.krn"	"+M3"	NA	NA
"55349"	"2.T"	"V"	"48eJJ"	"3.16667"	"0.0833333"	"7"	"+M3"	"F"	"K613.krn"	"+m3"	NA	NA
"55350"	"2.T"	"V"	"48gLL"	"3.25"	"0.0833333"	"2"	"+m3"	"F"	"K613.krn"	"-m3"	NA	NA
"55351"	"2.T"	"V"	"48e"	"3.33333"	"0.0833333"	"7"	"-m3"	"F"	"K613.krn"	"+d5"	NA	NA
"55352"	"2.T"	"V"	"48b-JJ"	"3.41667"	"0.0833333"	"4"	"+d5"	"F"	"K613.krn"	"-m3"	NA	NA
"55353"	"2.T"	"V"	"48gLL"	"3.5"	"0.0833333"	"2"	"-m3"	"F"	"K613.krn"	"+M6"	NA	NA
"55354"	"2.T"	"V"	"48ee"	"3.58333"	"0.0833333"	"7"	"+M6"	"F"	"K613.krn"	"-A4"	NA	NA
"55355"	"2.T"	"V"	"48b-JJ"	"3.66667"	"0.0833333"	"4"	"-A4"	"F"	"K613.krn"	"+M6"	NA	NA
"55356"	"2.T"	"V"	"48ggLL"	"3.75"	"0.0833333"	"2"	"+M6"	"F"	"K613.krn"	"-m3"	NA	NA
"55357"	"2.T"	"V"	"48ee"	"3.83333"	"0.0833333"	"7"	"-m3"	"F"	"K613.krn"	"-A4"	NA	NA
"55358"	"2.T"	"V"	"48b-JJJ)"	"3.91667"	"0.0833333"	"4"	"-A4"	"F"	"K613.krn"	"P1"	NA	NA
"55359"	"4T"	"I"	"(16b-LL"	"1"	"0.25"	"4"	"P1"	"F"	"K613.krn"	"-m2"	NA	NA
"55360"	"4T"	"I"	"16a"	"1.25"	"0.25"	"3"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55361"	"4T"	"I"	"16cc"	"1.5"	"0.25"	"5"	"+m3"	"F"	"K613.krn"	"-m6"	NA	NA
"55362"	"4T"	"I"	"16eJJ"	"1.75"	"0.25"	"7"	"-m6"	"F"	"K613.krn"	"+m3"	NA	NA
"55363"	"4T"	"vi"	"16gLL"	"2"	"0.25"	"2"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55364"	"4T"	"vi"	"16f"	"2.25"	"0.25"	"1"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
"55365"	"4T"	"vi"	"16a"	"2.5"	"0.25"	"3"	"+M3"	"F"	"K613.krn"	"-m6"	NA	NA
"55366"	"4T"	"vi"	"16c#JJ)"	"2.75"	"0.25"	"5+"	"-m6"	"F"	"K613.krn"	"+m3"	NA	NA
"55367"	"4T"	"ii"	"(32eLLL"	"3"	"0.125"	"7"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55368"	"4T"	"ii"	"32d"	"3.125"	"0.125"	"6"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
